ID,order_ID,product_ID,quantity,unitPrice
5fae8a51-9511-4cdf-8a2e-d0365e6dcdf0,6ada9252-170b-48bd-a17e-b3386acafd23,565b4b09-1592-4b6f-877d-89be1d76e1e1,43,82.7
f7c8d347-64d5-4089-8a6b-d910214c36d1,f21b3706-caaa-482a-81e6-d9785fdaa080,29f2925a-20af-4fa6-a8f9-823670fa06fd,44,84.55
8dd31e2e-bfcf-4c0f-8ed5-57d262517592,4609aea5-84cb-4612-925e-6d8ef187fd0b,795198ba-4207-4210-b8b9-e1adbc8fb5a5,45,86.4
ebafe51b-514e-49cc-ae7a-d5e77658bd89,505b5138-a747-4ce7-a3f2-a727a3e7fc58,78670da1-c698-4015-a5ae-1e13b8310d07,46,88.25
961d959b-eb3e-4533-9e9a-fa93796ccf25,40460be2-43ba-49b1-9cad-14ca9e61c7a6,dbbe1160-09be-439c-aadc-8c554250f743,47,90.1
e6b43b1f-8029-4390-a65b-eec81e6e70bb,51913012-a21b-40bc-bdb0-96dc4afe5e45,323f3d6e-d862-4f5e-a5f2-f99fb5695aee,48,91.95
5d74c685-6577-41f5-92bf-4079d04adc8c,17b0374b-b604-4757-99ae-63a3a450c64d,cfaae599-df3d-4e4b-8be9-3b59ee0e78cf,49,93.8
270b1a86-650c-4be9-9690-64457114e73d,2f9c3fa5-4108-4851-98bb-5443b10f9d53,597fc59b-d0fd-458a-8840-d72d43fe36be,50,95.65
62c45525-c61e-4d76-9243-0d7a006bb0a9,07fcf519-b965-49f9-b317-022564c85dfe,bd864d95-d511-4af3-b288-e4494476a4f2,1,87.75
6bb1726f-f3e8-4420-b62c-27797d3d424c,4dbcf1fe-5da8-49b7-bcb5-2ccb25a05716,db30a3ce-2694-4fda-92d8-8b2509eb830c,2,99.35
e195015b-96cf-4194-9b19-384645a12c11,9bbabeda-deda-4b65-891f-b5b75faf6e29,4f16dfe0-c8b1-4ec0-8138-6307b3b27e02,3,101.2
68da4df8-cfa8-42a0-99fe-fdfde176701a,421aad26-6630-48d3-a7ef-30cdc00b0288,edefa03d-ab07-452d-ba2c-62f2e7f54c23,4,103.05
10f5162f-568e-4254-8378-8765bccf98f0,80ed86c0-5b5d-49f0-a1b2-199794e4f4da,2eb2f4fb-1561-4648-a1cd-2ec131b660f4,5,104.9
85b702a4-6c68-4655-870f-6b0a6c9b8d01,265b93f8-4815-48f3-8c9c-29b8a6eeb65e,258952a3-3615-4d7e-b5c8-5cf5fda7a922,6,106.75
8b8fd9dc-ba69-4295-9806-eb71fede2786,4bc6e21f-a561-4817-9c74-ca1c29865cc7,7e4c55fc-e4f4-4285-85f2-a34dac8b0eb0,7,108.6
af5ca41c-e6d6-4a01-a5f4-b8f4e23a4ca3,2b6f2925-1763-41bb-90dc-9e5ed5c53efe,325720a8-0133-40b0-b543-e24306ca3063,8,110.45
ab6ebabc-2d48-4d41-86f4-99c55394bc29,66c9a6a5-9b03-47da-b94d-254cfb1fd674,3fd0a639-ef9b-4561-936b-232d4b1328ef,9,112.3
74efd6eb-9df1-46ff-9bbc-d5d94bf26006,26c9eb56-e878-48b3-8ee2-cd4436ff956c,2be8988e-1832-4f84-addf-3567c7920fe2,10,114.15
db620a65-9419-4b11-bd93-3a8093cd0095,2e8e5faa-4b45-4438-9f75-e87d4bab697d,bbce4c92-d2e9-47cb-a2cb-b5c39285cd24,11,104.4
c2de2b5d-33ea-484f-8b41-bc0d34a39e7b,6d34792d-bf0b-4f25-b3ab-f041fdec40dd,eef1200a-a28f-4058-8aed-52ab3d652a97,12,117.85
19bfdaea-23e4-480c-9cdd-c85fe6ce54e7,4b4a5945-6b7d-4bdb-a147-01d3c77df830,e3f11cea-cf32-4a7f-bf63-de62a65c4474,13,119.7
a0f17336-5a71-4455-9366-16dc532a7f88,d143897e-2fc5-49e5-af67-7e67415291fd,fa82b395-6d9c-42ad-b6f6-1b75482c8f1e,14,121.55
cce24f24-4a35-4ad6-aa6f-7ea50f136a37,78da1796-3fea-4f6c-b3af-c480c78a52de,fce53bc7-42ad-4372-8059-907e3e1c9246,15,123.4
82bf5fdd-de1c-4547-832e-0639519c085f,880b260e-8923-424b-b2ff-6f0b59879c8a,5d1198c3-a14e-43b9-8e3a-bed5b56085b8,16,125.25
f9a9171c-1c2d-45ec-b3cf-64c7aeab8746,d7c5b4c8-7400-42ed-bf35-d8eb1c2d0895,de8882f4-3293-4923-8e15-a6c7d08d8b50,17,127.1
75dae94a-08dd-438f-8e7a-e4b948ba2d03,87cb840f-3ac7-40bf-925b-d474ad0563f0,8f9ea578-4803-480d-8b59-c13496e5be4b,18,128.95
c2121d91-3d62-473a-9048-5b3fde6e75ed,ac535fd0-cbd9-4bc7-8635-2d919f0a6a85,81202644-f82f-4dbb-ab78-abfe98377f7e,19,130.8
efc70e2e-6394-4bff-a677-09248a90f841,e0a40c7e-6de2-4583-bfb3-b44cf30c8751,533f5398-dc02-4d58-9889-d1b87907d1ad,20,132.65
46bdcd7a-2b39-47e1-9520-85b516091425,26d6faa7-eda7-4151-86bb-04e3a2d92a68,55052b58-464e-4e82-80f4-556c4bae2a3f,21,121.05
bdc545ba-c2b2-43ca-a9f8-ec567dc56f4d,b40ea81b-03d6-40a2-beb4-436250384709,75a5e159-061f-42e4-9754-b311e0548848,22,136.35
22fdfa8c-5a39-4acd-b6b1-cdd071830ac6,4c133b8e-9292-40cb-a835-147db608a239,a54a140c-cfed-4c08-bb62-bbe968075f2b,23,138.2
2712cf19-68b7-493d-835c-abd2ca8f112c,1c9503bc-8b58-448f-8f97-bcf62eb1ed31,196d2eda-ab94-4f04-b84a-533cf136cc3c,24,140.05
20e2d120-a8fc-4705-90c0-da41fd616f01,9c4ba6b2-0b48-432f-8f0e-9347cc8f5f63,ee82da40-587b-4098-b335-0b53486bf14b,25,141.9
79692c0a-cd09-482d-8a59-a8b5aebb6982,fc6dd856-dce3-42de-9a64-7e0b1c631b47,e6ffa201-298b-41fe-b61f-e45955df3bcc,26,143.75
43327b55-3916-4bdc-8fdf-07eb20628126,db45ced3-eae6-4339-9125-533b49c17b68,9e250aaa-45c6-4dc8-bb71-62d78d359fb4,27,145.6
3393d166-c125-4ca4-bae4-f8196862a126,737ec9f8-7b77-4348-9f5d-eaba9b06352e,a26a76a7-ed75-4fc4-9784-8468f1d4315a,28,147.45
f4a83f58-4e0b-4300-8bf2-2cf0893577f8,002fe968-a3e7-47f3-8f41-1453ce498e49,228d0c84-fdf7-4059-8bfb-29709eea398f,29,149.3
09ec3e88-9c0c-4e32-9e63-585c7e5175b5,0c746b9b-93ec-477a-b809-36830764e277,99182d13-4fed-4eeb-859b-991207e0962c,30,151.15
80e5d6b0-103e-4f01-8655-f1d8e887c5ef,828493e2-bfca-4708-888d-4fe9e0e8ca98,a5278944-14a2-45ca-81a9-122d7c111aaf,31,137.7
b0f06e2a-2932-4e60-be7f-3b30739a9f92,47571491-cb76-46d1-8725-4a11eb973c1c,f34c4955-2854-4ba2-9bb3-a28451f99f47,32,154.85
026fdc9a-cd61-4be7-8d52-48596ab99e71,0960d290-d85b-41d7-91f8-a26f308283c7,8583cd51-ffec-4fb3-bd3b-8af3fe4094d2,33,156.7
d7db9f63-132e-42a3-8d16-43208ea1837b,839a5b76-f0ad-48e5-b51e-4743f5d13300,53a20c0e-6e46-4363-b516-e6180e6ded68,34,158.55
f832091e-f748-4e1c-9697-98a010c118aa,21e4a526-9646-440d-81ee-f3c5c2739e66,e77f8fb2-d651-41b6-9f26-19ad7e9100ab,35,160.4
5117cfae-0a47-4d1b-bfb3-3d23a235e9b1,556c8aed-f899-4c9f-82ef-e74dd321f9f8,1b5c9232-1c67-4871-89ed-1681d122d1a5,36,162.25
1c9bb6ee-5e4f-4173-9636-b1ceb485e055,da6365ee-39a4-4109-a506-dd0bcaafe53e,2f405f94-aa84-4ec4-b5b3-4dc69f533095,37,164.1
1eb05efe-96ef-4a2e-96b9-96604bf156b8,5d5171ae-e95e-4e55-9ba1-6d010209b9a7,a719cfb4-005a-40e7-b80a-ecb9aa2f6e74,38,165.95
1eb367b5-3b65-4427-984e-65b9f48d5290,ea011fdf-fdca-4f04-8b12-067549fa87ee,51087d6d-c5ef-403b-b5d6-a0af2fd9450a,39,167.8
97e5e339-e2d0-456a-ab87-5171b1f1d5e2,c421ed00-72b4-41ff-8738-78fc5b69e516,5e6d5786-0597-4c11-aab9-06ea1a60bd4c,40,169.65
1dbb3126-670f-40b1-b397-b22c2dd9042f,eb6b5f3b-9b23-4aae-9000-bbcec92a8c5f,28243a19-aa2c-48be-b0d1-512377ee8146,41,154.35
cfe31a58-23b3-42c4-b39c-9679fcb4850c,6a76937a-f202-4541-b33f-bfb9e8f50587,c4f221c1-9abc-47a1-bc94-911bbc7bf8ad,42,173.35
d90f1de7-95c6-417e-9d85-ccb3ccbc2317,49bd96b6-d467-4366-bb44-249868ffdc85,99727a11-c308-468a-9a2e-8bd0ea6b8e78,43,175.2
705cb66b-fe98-47d1-b705-b1beca86e7fa,8199b82a-890e-4ffc-8097-4fc5b95be07b,70bcc217-8181-4952-8025-d333869192fa,44,177.05
befd722b-fd81-4c32-af8f-366bdd65f3cc,b666ae69-1fa1-4d35-985a-31fb6b91942f,8792f8a6-91bf-43d4-b059-33d808dcf57a,45,178.9
4506f8fc-f03f-4590-9d7c-470a438d97af,7901de21-d1b5-4abc-a4f1-e7c9d573f3de,6ff3ba8d-324b-4089-82a8-e25d05ccd48c,46,180.75
c6cae3db-2665-40a1-9cbd-739f3a3b74af,a91fd789-d7fe-4a7a-aa15-58fc8a5afa4e,a99a583c-adba-428b-9ea9-2396a4caedab,47,182.6
12bfe63e-3b9d-4fef-8331-f3cbc471247e,1d019c74-8ea4-45e2-b539-b4d1c4fdc95d,6d126644-c72a-439d-8c4f-3a3442e711dc,48,184.45
2b2647fb-da30-44f3-b90f-089ca9a54392,d7d5d862-b1d1-436f-8e3c-6f6feacdbd9f,8f314ecf-2b66-49da-8ac1-2abba4e73a62,49,186.3
6e06a746-af6a-496a-bef1-0d8ff91fe9e7,6308d678-a0e0-4146-af99-7ba881b4695f,f1691855-59b4-42ae-b1c9-fcbe32c7af44,50,188.15
df71a83a-f523-4522-90b1-12a1b6c6b526,5a0524bd-2692-406c-9e1b-0995eb213e58,6a11dbec-2a8a-4607-91be-7c3780b15b77,1,171
dc8640c5-4a5a-4853-bdb6-077c8841eba2,4a90d5cb-4d05-47a9-9d92-9349334598fc,49cdd625-c4ba-4456-904d-5c5055be3218,2,191.85
b4bb8d45-2f42-4099-8280-2627deaacd5d,0a3fdd09-0f0a-4905-8138-8ce142b304ac,dd104e89-4fbb-417b-823e-08de7c809bff,3,193.7
fdcbbb31-22ab-4545-b5bd-b07ef5e5bd03,f18065fa-ea68-47ca-87e3-5b3a87f82c3c,b56b2138-02ee-4aef-a5a9-354a1094c2ba,4,195.55
f0b75118-c945-459b-ba1f-8fada8f83f4c,20dd2a1a-1b32-44ed-a941-f893fca319b1,d704d523-d4ba-49c3-98e0-d30e091bd8e3,5,197.4
4abbc70f-c54b-4695-a733-aba0e1d41c60,9191f1a7-eb68-470d-bf4e-4e173a3a823d,b636807a-c3c8-4218-9759-bfaaa991b629,6,199.25
bd4582e8-a252-467e-b08d-27e8a296ee72,019dd245-94ca-4cce-8e98-b0817ba2647f,4bdb8fdb-8251-4aa6-85ed-dd175aa7f6d0,7,201.1
c7a2d870-6bd2-4f9e-a6f6-49edc0c12ef6,820e8a6d-629e-4b4e-a222-a5f93dd973a9,77bed71b-f49e-4dba-934f-d3d095c68e6e,8,202.95
6d8c9342-7c7a-44fd-a078-5af33fe4e46f,7f36b8a8-0083-4cca-9211-a82af141dfeb,18665e93-d7bb-4354-a37f-05cd75e5b834,9,204.8
68d43ae8-94e6-4df0-8b2f-35031313b2b9,61c8da6c-b3d6-4c52-be67-9184b544b13e,a90985cb-6bff-4158-aae6-ebbf69dbfc12,10,206.65
f518f622-87a3-41e7-a53a-69354894e749,ed6800be-dd32-40f8-b9b8-f1da61c90c7e,e39d5b32-fade-42c3-bb93-59448f953f6c,11,187.65
d410ec94-9cfe-49ba-968f-716d63cc6793,6054be41-4299-4e3d-a54e-187d925bd01e,c8623984-3561-482a-ad8a-052f67748dfb,12,210.35
cecd3e90-5edd-4f72-9744-28128b46c737,68ed52dc-6cc5-432d-be0b-95078e99ee2f,7ad1af5e-1459-4361-b338-c338c8507d6f,13,212.2
befcf134-048c-486e-a564-87309d49b63c,62759e67-d45b-4652-b903-32ac1c71fa91,d7b99ea8-1d5f-43b9-a705-8fa6904df4c8,14,214.05
39603ad5-8f29-4878-a4e4-7bda9d48a135,b01f9977-af79-4b41-8dc9-eafb1c7c9ca9,a4335aac-d174-4250-bc36-584d94796915,15,215.9
93b46d5b-80b7-4d9e-a870-a4839987bdd5,16fcabb0-6ade-477d-8c82-edf7a321e3d5,5f1aa6e6-64fb-4188-a50c-ddecf5f1dc5d,16,217.75
52de2e4c-760c-401a-9a74-5959bf1165e8,534d48ab-9fb6-4453-beef-c1657466a411,8a55f2c9-552c-4b71-b784-f36039e7f556,17,219.6
96de02a9-ddaf-4132-862f-50681c570cdb,c2d20138-fb54-46ce-91a7-6a899eb221b6,343c3708-b7e9-4d39-a162-7b4e1b243b1d,18,221.45
d2c857ff-bbd5-4377-b9ed-11cd276cbc9f,62df237f-b88e-444d-bb20-c2be7b35afc0,a2367e0e-ab66-4923-9ed6-98f663dedacd,19,223.3
8ac19387-0ee1-4d42-99d6-0b1e29f9f077,f4ffb08a-46ca-4762-a078-685030ac7d88,c8059ef1-bfa5-42ed-ba25-e6ac1aedfb77,20,225.15
d91f58a5-8645-4e66-85be-a2f025a8214d,808d6a7b-8e82-4bb6-ac34-8e721ab64524,9f9a978c-cd60-4c23-ac12-d450706793c6,21,204.3
658355ad-becb-4d11-867f-54f60de7a032,36b3aec4-dcb6-4bec-bdaa-cc6d6ba00e13,5d8f234b-4eff-438e-8c0a-532f859ed690,22,228.85
580aab2b-7269-4fba-b738-c4e886f8786c,fd399d95-e37a-4d03-a91e-45cfb4a66aec,7f1bd79d-8bb5-4f73-bbd2-2f1f1bddf0dc,23,230.7
616632eb-e92b-4681-8ca5-a87e2f1fd003,1c3ecfb3-72c8-4c54-964c-f4282f457202,f7db713e-f814-4d9a-9c2b-e0d6275b51b1,24,232.55
adacba40-e07b-4b69-be40-5e0f79e050b1,60cdbf49-14d4-4bf5-a7c7-f9eb302d5bc4,c2e0b163-5e20-442b-a24e-2311be692d71,25,234.4
4fc70ca0-0736-4b9b-bb2f-08de5b103484,4c2b2b3a-ce97-46e2-a784-dce74f00be49,ade6b09e-8fb6-4855-8da1-30eeb2d5a2ce,26,236.25
3955b68e-e0ef-4d17-8a9d-d5b610363202,e9c38557-d89c-4594-971e-f00093f55678,a5a84313-a79e-4d41-9d89-a9f02a32f809,27,238.1
2f535386-f232-4d02-9b83-c6b8ea10b7b4,fce6712b-a764-41e6-b80a-a812fd7d1ac4,3b1c3d9a-a0a6-4049-8c5b-4e3f9e030531,28,239.95
668a181e-a06a-4277-9d1e-122b59b8a909,776a4ca6-29a3-4bb8-a563-d693face7dd8,8bb89dc8-c7b5-450d-8f8c-3d5516f57f93,29,241.8
4bf418c7-0bec-4e75-b3ff-3eaecd98c5cd,7c9444bf-2f7e-4661-8698-2234715e78dd,c1722db2-c86d-4dda-8f3f-db7e1fe664ac,30,243.65
396f02c7-5ea9-44a4-a0d0-13fe30b1df83,54c6816b-e94d-443a-a93c-fa18beac4297,588c37d2-9995-4413-bf46-dbd2bbe749d2,31,220.95
6aa4575d-a740-4984-b278-0a5fdb1662c6,3636db3d-6011-46cf-801f-f2eea72e3320,a5642d62-abe2-4cb5-b30a-0168bd59b3a2,32,247.35
164fc111-3874-473e-8dc2-4c22d39f71c0,ca726236-916e-419c-8b39-cebd14654e69,2fcadff9-559b-4ff9-8543-ee5e87482a01,33,249.2
53358fc6-be61-4537-925d-82d9f27e58d9,94c4f7f9-284b-4524-adc5-245ef28de605,8f27f1b9-babe-4402-bd7b-139b158c6902,34,251.05
9b1ab67d-669c-4235-b619-ccd9390e972f,f2f95833-7c1a-49e6-80f3-6295fa480b14,2cadca71-319c-42f6-ade0-4febbe124fe0,35,252.9
29df92d0-4d76-4a8c-bd5d-88b8fa8a03a9,8dd694cd-1831-4328-8de2-dde9142389f4,e07fe072-5489-463f-9826-0141f952d38f,36,254.75
d01041ad-28e6-4ca3-95d2-fed4418a46ff,9e60ac3e-a3d5-4071-a069-e3746f79389e,f54d3a72-71c9-4131-9fc0-d5cd416fd58f,37,256.6
d45beb52-aeb1-4326-91cb-4eac3acc0ef5,ee4a05e4-0dfe-43d4-beef-a11669a04440,f03c1440-6de9-4a8e-9a34-d187fcab06b1,38,258.45
809fda8d-bd41-43ab-a01c-6adbd983bbfd,0a1302ad-4d1b-490a-80b3-3fa3f85faf85,255a264b-c124-4280-a023-d9ccc01419cb,39,260.3
ad8e55cb-b75b-4042-80ce-6cf33b964382,4268f31d-c3c8-4d62-a1b6-891d52b3e0ac,7f48144a-9cdd-456b-898c-a4009fe7386d,40,262.15
054d6666-b1c9-48a5-b5c3-cccc94aee115,e5ab240a-aaef-4c22-84c0-f1487d4cb138,3026dfb4-9313-43f6-9dba-d66b7ce67416,41,237.6
2d8af6fe-2390-4fb4-b430-e292ad447b5f,435bbd81-06ee-4699-941c-6c4ebe363100,b1c62bba-c09f-4d16-aefd-09db2d029f13,42,265.85
1cf1b97c-3ef9-4573-9423-0433ca31f1c7,db94df83-829e-402b-b8db-6ba27b679568,72dbd613-449a-4357-a52c-728616fc4619,43,267.7
bf3c7b97-73fd-404e-8928-3e80c1ec1a59,53acaee6-26d9-43c9-af71-95dfecd06c1f,1c24e47f-f8ab-4604-b020-c86b8afbb803,44,269.55
b24ef8ec-a8f1-4678-98a9-3cf45aa19736,3a019833-0a93-4ea1-8188-34f50148814b,9459db25-5767-49e4-9240-a9b2212489c0,45,271.4
0130a509-aa48-4feb-b8dd-a5a4079046d8,805b6be9-1c39-40ae-b2a4-da68682ede1d,45a85a47-55a8-45bd-bd8a-330d853d2029,46,273.25
70082a1d-5d01-44dc-9f77-a1248e03f0a3,cbbbb821-912c-40bf-8fdb-5a36aea9a5cd,096a3760-f162-4d3d-adc5-349dcb25cdda,47,275.1
c35061ab-4f14-4378-a282-6eb04911b6bb,b5c2984f-7f32-4f4c-bd2f-36d454e7815e,373c6e47-577e-4ef9-8f9f-ffb0283d4e1c,48,276.95
16160791-a503-4614-b5e9-4b5c0d42fbf4,192224bb-535d-426a-9714-b2911dad5654,ffd65d74-6362-4260-993c-21b3e2472206,49,278.8
43b034c3-27f5-46e7-b855-0f53dd0dd572,2fff04f6-3e1c-46db-8222-074572e303b0,dd89aabe-45ea-41df-bba4-7f37708f3454,50,280.65
589d4cb3-91c1-4ebb-8d95-ba1e70927529,59b6c717-8f99-4180-bb79-d915d4da5f13,0075f6f8-50ad-4f1b-b6b1-12f54ec2f560,1,254.25
9c66915a-73b7-4b93-9fe6-a6ae2f98a307,401ca2b7-444d-4727-855c-a0f266eeb8c5,257968ed-f4d1-4a16-b754-e82c65a4d925,2,284.35
b92757eb-db60-4ef8-82ca-a4ae0c432755,a859b522-262a-4920-baef-f8803bf13b69,f5370a91-d77a-47c8-811b-d9a5540a078a,3,286.2
5f41d06f-107c-4a4e-864a-48cea3e5dc78,9fc31f53-7563-449e-ad37-5e180a1b912f,e99068c3-c649-40d3-b71b-c3fcc0081613,4,288.05
e80078fb-b123-47fe-a48a-f6923d531f85,469bdc65-881e-415f-ac74-473853e54f15,1719dc8c-4c21-4b99-8515-15eea36fed1a,5,289.9
ada08337-b313-4d9f-a3df-ead03fdafc43,afdf2068-cc5f-44f0-86df-2c87e83c58de,4272a653-85d3-4efa-acc0-78a4218858fd,6,291.75
a0f204f7-ee3c-4a17-a5b1-359388fe68a5,dd697440-35fe-436f-9353-78084ebc0dc1,f27127e1-3245-42e6-85d3-2aefc203b9b6,7,293.6
959555b4-8581-44e0-abdb-382addb6b5eb,5f754d04-44d9-43c9-9eb2-c49a7f994459,c5cd6162-f25a-4279-86d0-7f40fcaefdfd,8,295.45
e81934b6-ba93-4297-be4e-a2bcef23e2e2,0778d06f-76da-410e-bf98-8fb0c9d19ced,1cf382d0-4401-43b3-8344-e8fe5edb46e5,9,297.3
