ID,customerID,companyName,contactName,contactTitle,address,city,postalCode,country,phone
02197f77-1cf4-4d40-a30a-32006f1d6ba2,ALPHA,Alpha Enterprises GmbH,Richard Thomas,Purchasing Manager,62 Maple Dr,Leeds,LS1 1UR,UK,(0151) 555-9898
8d0c49ca-eaf3-4ed5-964a-74f2bb88711e,BETAP,Beta Partners Co.,Charlotte Taylor,Marketing Manager,63 Cedar Rd,Hai Phong,180000,Vietnam,0258-3567890
5f14483c-fb47-4f81-afcf-7553d324817b,DELTA,Delta Ventures S.A.,Joseph Moore,Order Administrator,64 Elm St,Singapore,018981,Singapore,6555-1234
632312cd-8031-4699-96f5-24e0b3c82bf5,SIGMA,Sigma Holdings Partnership,Amelia Jackson,Accounting Manager,65 View Rd,New York,10001,USA,(555) 014-3829
837df320-0017-40ed-8c24-649f7c6db5fa,FALCO,Falcon Systems LLC,Thomas Martin,Finance Director,66 Sunset Blvd,Stuttgart,70173,Germany,040-0274321
0e5258aa-c775-4cc7-b446-ae3740dc3dc6,TITAN,Titan Technologies Inc.,Evelyn Smith,Purchasing Agent,67 Lake St,Birmingham,B1 1AY,UK,(0113) 555-7878
7206c373-749b-4f73-815d-332686346a7d,AEROM,Aero Manufacturing Corp,Charles Johnson,Inventory Manager,68 High St,Can Tho,900000,Vietnam,0225-3987123
20ffaf4c-0fd0-4eba-9517-cb2ea1d577ec,HORIZ,Horizon Supply Ltd,Abigail Williams,Logistics Coordinator,69 Park Ln,Singapore,018981,Singapore,6555-7766
e85ded51-7c54-4c6e-a603-5c852298be42,GLOBA,Global Services GmbH,John Brown,Owner,70 Main St,Seattle,98101,USA,(555) 019-2834
b07cd5df-ae9c-41f4-a68e-8a73135a4842,APEXT,Apex Trading Co.,Jane Jones,Sales Representative,71 Broadway,Frankfurt,60311,Germany,089-0874321
ad499507-dc48-47d1-a9e2-67088e5baf22,MATRI,Matrix Logistics S.A.,Michael Garcia,Purchasing Manager,72 Oak Ave,Manchester,M1 1AE,UK,(0121) 555-3434
12a7914d-5179-4b28-ab86-b96feaa904c4,SUMMI,Summit Industries Partnership,Emily Miller,Marketing Manager,73 Pine St,Da Nang,550000,Vietnam,0292-3487569
6b5fe428-5017-480d-9e2c-e25c77f88b1a,VORTE,Vortex Solutions LLC,William Davis,Order Administrator,74 Maple Dr,Singapore,018981,Singapore,6555-9988
d5b4a170-7275-4af6-90a4-fb6a48f30013,ZENIT,Zenith Foods Inc.,Olivia Rodriguez,Accounting Manager,75 Cedar Rd,Seattle,98101,USA,(555) 013-4827
e36b8873-01a5-41cd-b896-ec34b09094f6,NOVAG,Nova Group Corp,James Martinez,Finance Director,76 Elm St,Hamburg,20095,Germany,030-0074321
2ae2ad48-f9df-4add-9d1f-28701278f89f,INFIN,Infinity Enterprises Ltd,Sophia Hernandez,Purchasing Agent,77 View Rd,Leeds,LS1 1UR,UK,(0161) 555-1212
f3d9ef34-9efc-4218-bde7-2e03dba5ee06,QUANT,Quantum Partners GmbH,Robert Lopez,Inventory Manager,78 Sunset Blvd,Hanoi,100000,Vietnam,0236-3987654
fb47b5be-c543-4444-ae2e-2692fcec72e6,OMNIV,Omni Ventures Co.,Isabella Gonzalez,Logistics Coordinator,79 Lake St,Singapore,018981,Singapore,6555-4321
32cd8755-e36d-4321-8159-d62aaa4ccc3d,DYNAM,Dynamic Holdings S.A.,David Wilson,Owner,80 High St,New York,10001,USA,(555) 011-3829
c2b81e30-ccc7-4025-9c80-6c93b2c58dff,PRIME,Prime Systems Partnership,Mia Anderson,Sales Representative,81 Park Ln,Cologne,50667,Germany,0221-0474321
7ffb299b-f755-4420-bf17-32300d75be7d,ALPHA,Alpha Technologies LLC,Richard Thomas,Purchasing Manager,82 Main St,Leeds,LS1 1UR,UK,(0171) 555-2282
c3ebbd4a-622b-4751-9930-6f053827a7d2,BETAM,Beta Manufacturing Inc.,Charlotte Taylor,Marketing Manager,83 Broadway,Ho Chi Minh City,700000,Vietnam,028-38765432
adf14b8c-a45a-47d2-9520-cab3e60e834c,DELTA,Delta Supply Corp,Joseph Moore,Order Administrator,84 Oak Ave,Singapore,018981,Singapore,6555-8765
3c79399f-8ad7-416f-9792-bd4fb4feab94,SIGMA,Sigma Distribution Ltd,Amelia Jackson,Accounting Manager,85 Pine St,Chicago,60601,USA,(555) 015-8473
d57cc4c6-598a-4691-b7f8-a4259ce93437,FALCO,Falcon Services GmbH,Thomas Martin,Finance Director,86 Maple Dr,Frankfurt,60311,Germany,0711-0374321
c095cff5-059b-4db6-82ad-b6befae1586e,TITAN,Titan Trading Co.,Evelyn Smith,Purchasing Agent,87 Cedar Rd,Glasgow,G1 1QX,UK,(0141) 555-7777
329e352a-8db4-4e6b-a3c1-b9caec604453,AEROL,Aero Logistics S.A.,Charles Johnson,Inventory Manager,88 Elm St,Nha Trang,650000,Vietnam,024-34567890
ac043b21-3162-46f7-a0e5-506a445b03cc,HORIZ,Horizon Industries Partnership,Abigail Williams,Logistics Coordinator,89 View Rd,Singapore,018981,Singapore,6555-5678
661dd4e1-b95e-42ab-8bef-8e4960ac3dce,GLOBA,Global Foods LLC,John Brown,Owner,90 Sunset Blvd,Los Angeles,90001,USA,(555) 012-9847
3d3b89cd-3c2b-496a-81ac-8d4f6534862f,APEXG,Apex Group Inc.,Jane Jones,Sales Representative,91 Lake St,Cologne,50667,Germany,069-0974321
ecca9028-15a4-4121-a64b-5c757a396c7c,MATRI,Matrix Enterprises Corp,Michael Garcia,Purchasing Manager,92 High St,Liverpool,L1 1JR,UK,(0151) 555-9898
18497cb2-1e85-4612-b3ac-5df656049be3,SUMMI,Summit Partners Ltd,Emily Miller,Marketing Manager,93 Park Ln,Can Tho,900000,Vietnam,0258-3567890
a9e2943f-0214-4c5a-862d-5f9094e8e75d,VORTE,Vortex Ventures GmbH,William Davis,Order Administrator,94 Main St,Singapore,018981,Singapore,6555-1234
18ead6fd-fc02-49d7-b05e-ecf69073764d,ZENIT,Zenith Holdings Co.,Olivia Rodriguez,Accounting Manager,95 Broadway,New York,10001,USA,(555) 014-3829
a97ad65f-2387-4253-a40c-b643736e44fe,NOVAS,Nova Systems S.A.,James Martinez,Finance Director,96 Oak Ave,Berlin,10115,Germany,040-0274321
8e0f2872-e1db-4102-bde4-d1655f2e80c6,INFIN,Infinity Technologies Partnership,Sophia Hernandez,Purchasing Agent,97 Pine St,Leeds,LS1 1UR,UK,(0113) 555-7878
65f358cd-87da-426d-b385-713254ef321e,QUANT,Quantum Manufacturing LLC,Robert Lopez,Inventory Manager,98 Maple Dr,Can Tho,900000,Vietnam,0225-3987123
86eedd05-0651-4939-ac32-108c3070d108,OMNIS,Omni Supply Inc.,Isabella Gonzalez,Logistics Coordinator,99 Cedar Rd,Singapore,018981,Singapore,6555-7766
e50fb344-070a-43e2-b1d9-b06a3403ca85,DYNAM,Dynamic Distribution Corp,David Wilson,Owner,100 Elm St,San Francisco,94101,USA,(555) 019-2834
d1f533d7-7bd8-4913-a380-7c525a56f0a4,PRIME,Prime Services Ltd,Mia Anderson,Sales Representative,101 View Rd,Hamburg,20095,Germany,089-0874321
46d6b14b-c65f-4164-8f7c-8814994633f9,ALPHA,Alpha Trading GmbH,Richard Thomas,Purchasing Manager,102 Sunset Blvd,London,EC1A 1BB,UK,(0121) 555-3434
f0321dba-5691-4c62-90af-95e7e9a3fe3f,BETAL,Beta Logistics Co.,Charlotte Taylor,Marketing Manager,103 Lake St,Hai Phong,180000,Vietnam,0292-3487569
8ca699bf-10f4-4833-b6dd-b2fe9edb2c2d,DELTA,Delta Industries S.A.,Joseph Moore,Order Administrator,104 High St,Singapore,018981,Singapore,6555-9988
41c8efe6-98b5-4c77-acca-4c24ae84b89f,SIGMA,Sigma Solutions Partnership,Amelia Jackson,Accounting Manager,105 Park Ln,Boston,02101,USA,(555) 013-4827
1058881d-2bd8-44f2-a5a2-985bdb0af306,FALCO,Falcon Foods LLC,Thomas Martin,Finance Director,106 Main St,Berlin,10115,Germany,030-0074321
604a883a-5ff3-41e7-9dd4-560e19aa7fbc,TITAN,Titan Group Inc.,Evelyn Smith,Purchasing Agent,107 Broadway,Leeds,LS1 1UR,UK,(0161) 555-1212
d5f0cb17-dec6-4246-9e10-4065967a65f4,AEROE,Aero Enterprises Corp,Charles Johnson,Inventory Manager,108 Oak Ave,Nha Trang,650000,Vietnam,0236-3987654
be0afdc1-9f54-471f-afd6-5ea0934ba1fc,HORIZ,Horizon Partners Ltd,Abigail Williams,Logistics Coordinator,109 Pine St,Singapore,018981,Singapore,6555-4321
f6f3630e-39f5-4008-b10b-0b325a1186a7,GLOBA,Global Holdings GmbH,John Brown,Owner,110 Maple Dr,Seattle,98101,USA,(555) 011-3829
25f13502-1207-416b-9dc4-0788a5cda51b,APEXS,Apex Systems Co.,Jane Jones,Sales Representative,111 Cedar Rd,Munich,80331,Germany,0221-0474321
14f8cf33-6f12-46e3-a23f-dc50cf78d3f9,MATRI,Matrix Technologies S.A.,Michael Garcia,Purchasing Manager,112 Elm St,Leeds,LS1 1UR,UK,(0171) 555-2282
39798503-cb38-4e58-a749-272dcde6ce18,SUMMI,Summit Manufacturing Partnership,Emily Miller,Marketing Manager,113 View Rd,Nha Trang,650000,Vietnam,028-38765432
68f48d28-2310-4df4-9889-fc446e984c59,VORTE,Vortex Supply LLC,William Davis,Order Administrator,114 Sunset Blvd,Singapore,018981,Singapore,6555-8765
08d6ff69-a5db-46b1-8e5a-42a107f55592,ZENIT,Zenith Distribution Inc.,Olivia Rodriguez,Accounting Manager,115 Lake St,New York,10001,USA,(555) 015-8473
0ffb0190-8788-4e0c-bcc8-207f08e4ee6a,NOVAS,Nova Services Corp,James Martinez,Finance Director,116 High St,Berlin,10115,Germany,0711-0374321
309d0599-74ce-4c97-a472-b5fc40f5fa64,INFIN,Infinity Trading Ltd,Sophia Hernandez,Purchasing Agent,117 Park Ln,Manchester,M1 1AE,UK,(0141) 555-7777
bbba73d2-2751-4810-a76a-da454f2bc112,QUANT,Quantum Logistics GmbH,Robert Lopez,Inventory Manager,118 Main St,Ho Chi Minh City,700000,Vietnam,024-34567890
20fb4554-a5f8-4b4e-8421-e34ee28ab76f,OMNII,Omni Industries Co.,Isabella Gonzalez,Logistics Coordinator,119 Broadway,Singapore,018981,Singapore,6555-5678
b313e30c-22d5-4b89-9ec0-b5cffd5acff7,DYNAM,Dynamic Solutions S.A.,David Wilson,Owner,120 Oak Ave,San Francisco,94101,USA,(555) 012-9847
7e31f537-7006-48e5-b039-3dcf77a9b1a9,PRIME,Prime Foods Partnership,Mia Anderson,Sales Representative,121 Pine St,Munich,80331,Germany,069-0974321
13eaf53b-c973-41d6-8cf2-dd04fcde8faa,ALPHA,Alpha Group LLC,Richard Thomas,Purchasing Manager,122 Maple Dr,Manchester,M1 1AE,UK,(0151) 555-9898
23ae682d-159b-41c6-9469-b538ee2516d6,BETAE,Beta Enterprises Inc.,Charlotte Taylor,Marketing Manager,123 Cedar Rd,Hanoi,100000,Vietnam,0258-3567890
23cfc561-dbc0-448f-aff9-15b0724fd955,DELTA,Delta Partners Corp,Joseph Moore,Order Administrator,124 Elm St,Singapore,018981,Singapore,6555-1234
816e07bd-c7ad-44a9-9f2b-05050b45e64f,SIGMA,Sigma Ventures Ltd,Amelia Jackson,Accounting Manager,125 View Rd,New York,10001,USA,(555) 014-3829
ea1484f0-6b1e-4116-9eeb-42550cdc41f6,FALCO,Falcon Holdings GmbH,Thomas Martin,Finance Director,126 Sunset Blvd,Frankfurt,60311,Germany,040-0274321
a8ca8305-e202-4701-b67d-1ed65cd5fe3f,TITAN,Titan Systems Co.,Evelyn Smith,Purchasing Agent,127 Lake St,Manchester,M1 1AE,UK,(0113) 555-7878
8fb9c275-2974-4f54-8ae1-dfc498a82de6,AEROT,Aero Technologies S.A.,Charles Johnson,Inventory Manager,128 High St,Ho Chi Minh City,700000,Vietnam,0225-3987123
8e6f7cf7-c29f-4f28-89c2-49d083167764,HORIZ,Horizon Manufacturing Partnership,Abigail Williams,Logistics Coordinator,129 Park Ln,Singapore,018981,Singapore,6555-7766
42280d3d-03b3-4309-a300-1d86162e51ee,GLOBA,Global Distribution LLC,John Brown,Owner,130 Main St,Boston,02101,USA,(555) 019-2834
ffb397d1-1b25-472f-95dd-b712482dad8f,APEXS,Apex Services Inc.,Jane Jones,Sales Representative,131 Broadway,Cologne,50667,Germany,089-0874321
92cbb032-2a29-4118-b7e3-955aa4ca0f00,MATRI,Matrix Trading Corp,Michael Garcia,Purchasing Manager,132 Oak Ave,Leeds,LS1 1UR,UK,(0121) 555-3434
d4a7efdc-8d6b-4c0c-995d-71bdbcd2154b,SUMMI,Summit Logistics Ltd,Emily Miller,Marketing Manager,133 Pine St,Hai Phong,180000,Vietnam,0292-3487569
0219afe4-7e59-4458-b30b-b7e3439cdf8c,VORTE,Vortex Industries GmbH,William Davis,Order Administrator,134 Maple Dr,Singapore,018981,Singapore,6555-9988
57125aa6-5f05-4b46-82ae-faf7867781de,ZENIT,Zenith Solutions Co.,Olivia Rodriguez,Accounting Manager,135 Cedar Rd,Miami,33101,USA,(555) 013-4827
1a3e4189-fd1a-41b1-a8e8-4158f14d30f4,NOVAF,Nova Foods S.A.,James Martinez,Finance Director,136 Elm St,Berlin,10115,Germany,030-0074321
307944fb-261c-4db1-9ac4-11cac4388a2e,INFIN,Infinity Group Partnership,Sophia Hernandez,Purchasing Agent,137 View Rd,Birmingham,B1 1AY,UK,(0161) 555-1212
5b04de27-2c6c-4a9c-87f5-3aaefa9c06f1,QUANT,Quantum Enterprises LLC,Robert Lopez,Inventory Manager,138 Sunset Blvd,Hai Phong,180000,Vietnam,0236-3987654
557c8e39-5d77-4a2a-8763-dd90cc919bbd,OMNIP,Omni Partners Inc.,Isabella Gonzalez,Logistics Coordinator,139 Lake St,Singapore,018981,Singapore,6555-4321
dcfcb0d8-9bc6-4d01-a6da-6da20df2ab25,DYNAM,Dynamic Ventures Corp,David Wilson,Owner,140 High St,New York,10001,USA,(555) 011-3829
001c65a6-1d7f-4466-a420-b923e46c3c34,PRIME,Prime Holdings Ltd,Mia Anderson,Sales Representative,141 Park Ln,Berlin,10115,Germany,0221-0474321
f80a48d3-8d69-4805-a04d-9ff3f44f78f7,ALPHA,Alpha Systems GmbH,Richard Thomas,Purchasing Manager,142 Main St,Manchester,M1 1AE,UK,(0171) 555-2282
1ea1a2af-668e-4ece-86ed-79ccad2eedbe,BETAT,Beta Technologies Co.,Charlotte Taylor,Marketing Manager,143 Broadway,Can Tho,900000,Vietnam,028-38765432
4e1b4d94-df11-4178-8370-d7bd4c20b04d,DELTA,Delta Manufacturing S.A.,Joseph Moore,Order Administrator,144 Oak Ave,Singapore,018981,Singapore,6555-8765
8a2127b3-328a-4b99-bb94-5d83a2952c23,SIGMA,Sigma Supply Partnership,Amelia Jackson,Accounting Manager,145 Pine St,Seattle,98101,USA,(555) 015-8473
a9ea4fc0-0230-4c46-9f04-472ce4ffd6e2,FALCO,Falcon Distribution LLC,Thomas Martin,Finance Director,146 Maple Dr,Berlin,10115,Germany,0711-0374321
1a7d1917-5d01-4939-b221-272c42ab1a9c,TITAN,Titan Services Inc.,Evelyn Smith,Purchasing Agent,147 Cedar Rd,Manchester,M1 1AE,UK,(0141) 555-7777
59bf9450-9510-4f1f-b171-1021e6d98d8b,AEROT,Aero Trading Corp,Charles Johnson,Inventory Manager,148 Elm St,Can Tho,900000,Vietnam,024-34567890
6fbf86c7-6862-42db-a69d-ecbe90620356,HORIZ,Horizon Logistics Ltd,Abigail Williams,Logistics Coordinator,149 View Rd,Singapore,018981,Singapore,6555-5678
30bc6e5a-6070-4dce-9e52-88037cb344a6,GLOBA,Global Solutions GmbH,John Brown,Owner,150 Sunset Blvd,Miami,33101,USA,(555) 012-9847
2623b8f5-5db7-4bb0-94ad-adc6855a5286,APEXF,Apex Foods Co.,Jane Jones,Sales Representative,151 Lake St,Stuttgart,70173,Germany,069-0974321
0c9ce515-311f-4d3c-ac0f-7307bc314b21,MATRI,Matrix Group S.A.,Michael Garcia,Purchasing Manager,152 High St,Birmingham,B1 1AY,UK,(0151) 555-9898
28d9f9ed-0a4b-42a5-adc6-30677391a99f,SUMMI,Summit Enterprises Partnership,Emily Miller,Marketing Manager,153 Park Ln,Ho Chi Minh City,700000,Vietnam,0258-3567890
1a2b5cfb-db22-4f9c-95c0-9b73141a71c7,VORTE,Vortex Partners LLC,William Davis,Order Administrator,154 Main St,Singapore,018981,Singapore,6555-1234
7725da4a-9ede-43b0-a12b-227541a96e71,ZENIT,Zenith Ventures Inc.,Olivia Rodriguez,Accounting Manager,155 Broadway,Miami,33101,USA,(555) 014-3829
7d505392-034d-4989-8618-2fe4b1dfbd36,NOVAH,Nova Holdings Corp,James Martinez,Finance Director,156 Oak Ave,Stuttgart,70173,Germany,040-0274321
bc4f64a1-bfd5-4b11-9f5e-27daa2e3a367,INFIN,Infinity Systems Ltd,Sophia Hernandez,Purchasing Agent,157 Pine St,Liverpool,L1 1JR,UK,(0113) 555-7878
a95079e3-a830-44f9-b507-bf37681786de,QUANT,Quantum Technologies GmbH,Robert Lopez,Inventory Manager,158 Maple Dr,Nha Trang,650000,Vietnam,0225-3987123
54052281-50d6-43f9-a42f-e735018ee3e9,OMNIM,Omni Manufacturing Co.,Isabella Gonzalez,Logistics Coordinator,159 Cedar Rd,Singapore,018981,Singapore,6555-7766
e61a16d7-accd-47ae-9165-c388c2f7d904,DYNAM,Dynamic Supply S.A.,David Wilson,Owner,160 Elm St,Chicago,60601,USA,(555) 019-2834
0eaa856f-7272-443c-b21e-9d90b760cef7,PRIME,Prime Distribution Partnership,Mia Anderson,Sales Representative,161 View Rd,Hamburg,20095,Germany,089-0874321
b08b88a2-9c83-4c54-a0f6-d0c44c69dece,ALPHA,Alpha Services LLC,Richard Thomas,Purchasing Manager,162 Sunset Blvd,Manchester,M1 1AE,UK,(0121) 555-3434
1f390fa4-a2b0-49c8-a13e-e1d6353ef3e0,BETAT,Beta Trading Inc.,Charlotte Taylor,Marketing Manager,163 Lake St,Can Tho,900000,Vietnam,0292-3487569
9c928568-ddb5-459f-85bd-1a168dbb7c8c,DELTA,Delta Logistics Corp,Joseph Moore,Order Administrator,164 High St,Singapore,018981,Singapore,6555-9988
7f71631d-1ac2-46f0-9adc-47824a516957,SIGMA,Sigma Industries Ltd,Amelia Jackson,Accounting Manager,165 Park Ln,Houston,77001,USA,(555) 013-4827
