ID,createdAt,createdBy,modifiedAt,modifiedBy,isDeleted,order_ID,product_ID,quantity,unitPrice,discount
c57e6da0-a254-4a0d-b120-4805b457732c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,1afd4487-6a91-46ee-8acc-3aff35d4ea77,136d282a-97bb-4c67-9705-fbabd53eb45e,25,49.4,0
8727a6c3-fd1d-4bf4-9538-279ada9df9e2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,e88b38d8-5f83-4679-a23b-0326bfcdceba,53192141-eb3c-464c-a3cd-9316892b603a,26,51.25,0
8568ecf6-3e24-4246-ad32-4aa5bab834bb,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8e96f164-461c-40fa-a0fe-e75f2766d410,7863edb5-64da-4840-b126-75e2cd97eea0,27,53.1,0
fef66d96-b05b-4a73-b5b8-3bc3ae2140f4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,3196e8d1-1ad0-4f9a-a08f-279bd79be786,1e5e8950-6ce3-4a22-91f2-249e0829b33f,28,54.95,0
b98b4c9d-d54d-4106-99e0-38f1cd82b8d9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,62341f89-0789-49a4-ab78-229d55663fa1,ba1b1a9e-d812-4f28-af8d-63ddcdb4630f,29,56.8,0
a4f2a55a-3220-4dfa-bf0f-01c3c20dc521,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,909f14ef-ef32-47e5-b478-9bb2e495c0f2,fa774612-aee8-444d-9180-3a202a3e5a82,30,58.65,0
4129021d-3570-4d08-b798-5e9ab93afb8f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,ba6ef4cf-4e8e-468d-bfb6-336bad4b04dd,80c93f9a-108a-4137-83a5-4d7f96843e02,31,60.5,0.1
151970c2-2389-42dc-b702-999f8523e3fd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,01402ea0-e2f5-4fef-9e4a-bb9c9bcc6df0,3bfcf319-4ed4-4cc5-8115-365691ff65e0,32,62.35,0
cd1c0045-e565-4f16-894c-78bda7f9270c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,c1698559-1d1b-43e7-9e02-b4d6f8215f84,cd6d684d-2d39-4ec1-a38e-a1905a58e1b3,33,64.2,0
3eb3c9fe-3f60-4ffa-ac1e-558b6084200b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,6a8f0d1a-1ca5-4cfd-963f-b5d865fccd34,82ad219c-8f61-4469-8af2-c70bfe133bd0,34,66.05,0
6c85639b-bcc8-45fe-954b-003a6c7b94aa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,b1380f57-eb4a-4020-958d-2c7df4110b43,b7ea769c-7189-4540-b0af-845bae33aaf3,35,67.9,0
9b929d5b-9941-46df-84cd-61b6d7550e99,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,f476107d-c13b-4fe5-ae87-fd372e1a554a,d7e71c62-67c7-4126-a8f9-e89413fde955,36,69.75,0
d2e9ae0e-93f7-457d-80e0-8f9cf5fd52d7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,a45d1e5c-f95d-4bd8-b867-6579a1787cc1,8a7769d1-96fa-48db-9e0d-305590c74000,37,71.6,0
757223cd-4b17-4bcc-b4a6-99a331286795,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,bcc3dd7d-5336-4c23-9169-6ae5a020be01,5448b72b-1e8c-4d99-a3b9-0506d5f20bd6,38,73.45,0
299c8935-7919-4d15-9cad-5a3b96ef3c0e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,e6707366-38b5-40cb-82f3-fc68e456c5c1,f128b341-9cd5-4067-b922-aadd00328c42,39,75.3,0
5ce9c5a4-bef7-4ee1-855f-b7d2272f75c6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,d42b3ce0-eea1-469e-99db-4478c8a4a775,73f08ec2-cbe2-43f2-8634-d18f47880372,40,77.15,0
cbc8fd0e-d245-4a2c-8467-62bae1c457f8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,c98ff862-11d3-4b3d-845b-af1dedc20782,5e1a8ac8-5f46-4f61-9366-72f4ba6ec39d,41,79,0.1
99762b48-60aa-4200-900a-8e5aec24e27d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,013ea44d-f1e4-4a5b-b58c-409cc5712911,16a4c0d3-a341-436e-b7ce-8083307e13d0,42,80.85,0
d1c45092-2c67-45df-ad1c-b4f1b167d905,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,906865d3-96ab-4baf-ac6f-f6fb4172b331,bc257acb-e667-4586-8753-83cce56ded42,43,82.7,0
5dbaf078-a4a3-4f75-9334-eaf9e781513d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,56045625-fb30-4eb6-9170-3e067ff06a1d,f9b6337f-86ed-492e-88f5-e6cf00d7b522,44,84.55,0
edc7b1e9-0377-40d0-8357-676cd21d712b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8ae40cd4-93dd-4391-95fa-7c5773caeee6,d9d7154f-0656-4a19-9d0a-98d1a30b735d,45,86.4,0
c0a82932-57e6-442e-b703-05e21a59484f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,3a147b48-92ac-4e8a-a5db-c44fac389826,70afbf98-15b5-44d1-9ffd-a80cb89c6af8,46,88.25,0
b59fa896-2903-4e2d-ba8e-990c81aea767,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,c6ddbfe0-078b-42de-a341-ecb7e68d2a73,e5bed455-702d-4b06-ba95-7933a74503bc,47,90.1,0
44a4bb9a-8a8f-441a-88ee-13ccf2336117,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,11e05e36-25c4-42b7-9bce-107a728187e9,7df3767a-828c-4179-81ae-3f5f52b5df79,48,91.95,0
a736cf60-bb84-4db7-95ec-af93c06850f3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,ec73cfbd-07c3-43e8-883a-3b6baf77373c,d64e2f33-4f49-4806-8aa3-c1fa183c40e6,49,93.8,0
6b3a9cd4-ded5-46f5-a808-d3b47d9ce905,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,c68b665f-111b-406c-ad61-19215a922967,19496ea5-6a44-4c6b-9db6-834703966a59,50,95.65,0
c4144e32-8ac5-4547-a197-605bf0789a43,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,45747cdc-3a3d-4eb5-a9a8-248b32a9a112,b18270ba-cefc-42c8-b4a5-e6240c50952d,1,97.5,0.1
07db1cb2-4eb9-49cf-b7e9-deb9148ab28e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,1c3fc9b7-ffe8-435d-832a-d65d50b1081f,bc5611ba-2cc4-4460-a3e6-4b2b893e07dc,2,99.35,0
65325255-48eb-4026-8c1e-fe144dde5093,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,be744c63-5960-4558-9ed1-138bdb4cf4f9,6f0a0379-ee51-4f0f-9cbb-81d8bfbb54dc,3,101.2,0
a0a078a0-0f9a-431c-bcb2-6ea4802933c5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,66f240f5-a9d6-449e-800d-fba2ea96cd58,252176ff-39b6-4f46-aad7-e36f7820de62,4,103.05,0
9c785946-4bff-4418-9066-f8974e7194a2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,b41df75f-f4a5-4844-aa44-71740d138887,2c174649-610b-440b-b3d3-126b5e6c5137,5,104.9,0
24262c2a-6238-4d3e-ace9-da74b04802fe,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,2854065c-6d79-484e-a2d2-8b31c298ecc7,65a3d96d-612e-4734-912d-0481d69a0620,6,106.75,0
78fee9a3-458e-4938-9074-21d1dc3044c8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,ebbf19bb-9cb6-4f02-8075-c128181e55d5,71d2b1fa-9eeb-4f10-9107-43e754aabb8f,7,108.6,0
fdef0ebd-1f43-47f4-ab95-35b86126fce2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,9d1bfcf1-1b12-4526-9230-100cd20cd53b,fc26e777-2812-4c88-aa80-fc0b86dc63ab,8,110.45,0
f24e90cd-6370-4165-98c1-56c6ce8cb415,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,b40caa38-1e57-47e5-a755-b401c97a98f0,87d2044b-5959-4127-a488-e0df1a35f350,9,112.3,0
62fa7752-3717-481f-869d-d619e1ee9c25,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8beaae02-5f93-405f-bf3b-6a951ef5281c,9857c360-9b3b-4e92-8edf-6d3f91b0df3d,10,114.15,0
76f3d86b-37d4-417a-876c-c1ec3991a3c1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,4c37821f-f525-4521-a255-1edb43a0d15a,6904488f-5fbc-4846-aee0-b5b876e8e581,11,116,0.1
d2f112a6-dd7e-41e3-9b5b-3bcab3e25f2c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,24335f7c-7bc1-4704-a72c-1bf07685f486,d6e05fc2-b501-4887-ae7c-0ea5d04ee7ae,12,117.85,0
3294dea4-147e-40d3-8a9f-462367d2466b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,1bb8d2cc-de0c-41a5-bdab-d64baf92f719,8719a4a0-bd86-4791-b286-55bec09cfcf9,13,119.7,0
f4d39433-4978-4baf-abe1-1935e01ef100,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,9b24263d-6e75-4b78-a22d-69fbed090e62,885e10bd-f4e5-4bce-aebc-c2d35d6b7c7b,14,121.55,0
e6b8cf8b-c87b-47b6-ac90-2303ded2e67d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,247a6151-7092-4bb2-a0d6-9a873e3bd84b,b2fed147-051f-4385-a773-9a0c50524ef2,15,123.4,0
e5beb457-38a8-4488-9c4e-a529ab62f111,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,c9056f7e-2590-4b91-b6e2-207534d7f229,98c8236a-ba41-4d2d-8cc9-49157adbbd82,16,125.25,0
839a5c4e-933d-4cef-a16d-56a25c462be4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,343e33b1-e86a-4fe4-ac9d-8971cddb6cef,6abad8fd-7335-4f5e-95b7-bdb4160012c3,17,127.1,0
e3406162-78a7-4168-9cc6-b3ab1b4758b8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8fe835dc-35b5-4c16-9787-4ffcd9e53833,9999b97f-793c-420c-9afb-69ea3e605bff,18,128.95,0
95448920-5617-4da9-a83f-c97ae10a1a7d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,7ec00165-a2f7-496a-addf-9fb963d7eb42,4e982544-3c70-49b6-9373-468f23beb983,19,130.8,0
a1f1f36b-28f0-471d-8849-fbaa35f05ef9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,33fcc479-577c-41e2-96ee-77d7bb57ad1b,284cca04-dccd-4f75-82d4-577c85cdfa9b,20,132.65,0
a4f8de0d-2f30-4c76-b885-136d3cf11654,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,1063ce31-f875-4b3e-925d-9129c4dab84f,e76451b7-6436-4e15-b1cf-8f94d782f9ad,21,134.5,0.1
755c62e6-75b3-4d08-9ad0-c246b48ac73a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,b7e13d0a-9c92-4065-8d77-28ec3abddde1,584ff4dc-3378-45ac-b2e7-2560bdc93b97,22,136.35,0
1b8fa2cf-dcc7-4abb-9cc9-18386aeac5d3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,a2f29bd4-3d04-4a98-b21f-dfae2f6177e9,e389d9b7-012a-4a71-9e1a-b6972c530c8c,23,138.2,0
4b3a0f24-5252-4d2c-b83c-1fd6b98b3193,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,2443ddc7-1a76-45e8-96e2-05f553afd62a,c490ff6a-ab66-4706-8e68-8545e9bd6230,24,140.05,0
162e08f0-0baa-4a0b-8f92-d30974f79a55,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,805ae1a4-42c8-4597-84f6-165d90212553,e2aec7b5-ff45-4575-9501-bbb3409430d6,25,141.9,0
2851f8f6-5bc1-4b4c-b8f1-a8bad407b58d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,d66df290-6564-4eaa-b66b-d0ca7c0ee667,4060bcb0-f69b-4f58-8dcc-f98f85a28f1f,26,143.75,0
aa1039d7-ab3b-4560-a484-c22821db04b3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,cea7f036-39e8-43f0-abda-d9a277e038e6,47d2fd76-aa82-4f18-afb8-766a9376d54d,27,145.6,0
46acf219-452a-4099-9dca-745f656086e7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,2574e77f-2dfc-4be4-9796-c3dc37caf804,75f3ae9c-51fe-4ba9-84b0-a836fdf6e103,28,147.45,0
5eedbddf-19ff-4ef0-b349-5ecb590d8709,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,20628e52-fbbd-4d7f-bd60-3eb375fd7d3e,6389685f-98ed-4dc6-a302-4f943c60a7c2,29,149.3,0
07e0da20-c2c8-4346-9d95-4ad98dd48f14,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,ec0b2252-6ed1-4bbc-8935-ff14812920d2,0eb7058d-29b6-4cd9-b6c1-5f0be9bebe27,30,151.15,0
ec460677-4dee-4912-bd0a-599d3cd72d2d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,cf325e01-618b-45c2-8e1c-396439695198,c384e53d-69f1-4c23-a22a-a497368a089e,31,153,0.1
e9b9768d-95f9-4cc7-8cc7-c7b51fb47df7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,5afaa1cc-3fa3-4bf1-97ff-b0406f2a2b8f,1341bc17-3e27-4a29-8382-b2c7a82244d0,32,154.85,0
73a89a8a-fe62-40fb-9e66-c235a3a928e7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,9be54679-c318-45de-923e-debf1a1dabe1,f1077af5-f619-47ef-8b86-e9e5ce9ff481,33,156.7,0
67feb1e2-4119-4ed9-a918-98ffceae652a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,84e81d76-4226-4445-95f1-9ef10407ca5e,d80ad189-39b5-42cd-958c-4c49d3552ee9,34,158.55,0
0c985c53-c8de-4d20-b768-785516d37d8a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,e06e211e-6d9b-4137-8f2f-8d5a3b421923,8efb99cf-6004-45c7-8abd-dd28162055fb,35,160.4,0
f8fcb34f-4858-4564-9e07-73e0abb7b764,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8fa48c5d-9bd7-4d06-a356-ea5e2c12a10b,9e2e7d67-e111-4aa0-b028-9cfe72eb2205,36,162.25,0
77a198a7-d2c0-457f-a258-b6ed3af8a055,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,cea67de2-03f7-4361-95c6-cb093227a97a,cc4e4c56-9641-46e6-9293-8809f9d016ac,37,164.1,0
f63ded6a-8b3b-4d44-972c-45c144530b37,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,5fdbb8df-92fa-414b-bb22-82095deb31d0,b884ad7f-cc2c-45cb-9358-08181704bfa8,38,165.95,0
46e822d0-6585-4e01-9ec3-d67f60c1085f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,581bd9f5-f9a2-41df-b32d-4fad65815b36,7e3f84ee-e9e3-42aa-b29f-e10b209d3c64,39,167.8,0
9131ba66-2dd1-4c1c-a6c7-4c63ab8d27bb,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,d0d20d3a-de3e-447f-8615-48ccaadbd1a1,dde4bc65-aeb2-4b59-8595-3d7dbb0854c2,40,169.65,0
b747697c-36d9-4494-bdd3-086c5e2d0839,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,fa4391ee-23a5-444b-a375-beac77f8e42a,5d22081c-cceb-455c-bf50-ac5276ddbfdd,41,171.5,0.1
5871fa8f-6daf-48c3-92c3-76f507432a65,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,d3dbbd62-b1f5-4997-a7b4-20ebbaff5a7d,933c4246-6778-455b-8a17-eb6b424c04b3,42,173.35,0
06e9dda6-d0ed-4b75-9da8-0400bc79b2bd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,60a00079-ae8a-45bf-a4cd-01aa51848611,a64870d5-5ae5-45f1-94d6-5e19c4434e66,43,175.2,0
bb94d197-e067-4544-b6b4-232b388f42b4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,8fedfb68-51a6-4e22-87db-c0340eade16e,811cee34-d4d8-4a7d-9f97-67d309369d19,44,177.05,0
e5c2883f-7bff-4939-ad12-b2532b5f1727,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,69dede6c-6715-438d-9b01-22a2e8fd6b7f,ee3b1c5b-540e-4152-a764-cd0b28251e2e,45,178.9,0
c69baf8a-2186-4117-bc6f-2b62a8f4af56,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,2e5e2ee8-5a00-465e-905a-58d667b60f80,9ee07585-81f5-47d0-b6ce-ff0473af30b9,46,180.75,0
bfd533b4-2325-473e-954c-01fd731436e1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,cecbb86b-c965-409d-8f7b-0f34a4ef16ff,c1fee7cb-85ff-43b4-84f9-14648bafc8aa,47,182.6,0
e8cf54f0-0bb0-45a1-bce1-188a6b716169,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,90e73738-3b18-44bc-8161-b87e74a0300a,e6682eb4-4abf-42d2-9795-ac24acd6973e,48,184.45,0
057b3b06-86b6-403f-8913-955fff3502a8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,eed0d704-2e9d-48ea-b9f2-46c30bea9d40,3a6fa0ed-3ad0-48f3-945d-69b1467c6d80,49,186.3,0
e9f40884-4a67-46c0-9d89-0073a336b0df,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,6a1bd28e-55e3-4ca1-8cf7-4fe9a3203324,22db63ed-2ddf-4dae-a1c4-8a909bd3d1d5,50,188.15,0
702977d6-53e5-4ebd-a06e-a97e13c3f967,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,f35d7f34-c153-4c82-b6fb-f2eafe02bd81,b2eaa8a8-8797-4a70-bd29-a8934d057f5b,1,190,0.1
79e720ca-ca45-4f26-87ff-3dc5832c9e4a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,b9c95700-ef42-459c-b948-77cd51148327,dc477ec7-9eb9-48b4-834d-aaee0f3c98c2,2,191.85,0
fbb6da5e-74ca-4a59-a90d-f18b0caf63e3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,1ce5d7fc-c4fa-49df-af07-a1c02a84ace3,4876491c-096b-4c8b-928d-4ba396b3a3fa,3,193.7,0
879871cc-4433-49c6-b2ba-e7059824cecc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,46bc5ef2-8187-42ca-8811-39b1a399a8ff,f2fe9d9b-9c64-4b5a-98a5-438dfa55fd11,4,195.55,0
ff82990e-5902-4595-a5c9-61deff3d5337,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,false,e311bea4-784e-469f-925b-e08ae4cca296,a115eb3b-fee8-4ea1-a5b6-584a14ce450a,5,197.4,0
