ID,createdAt,createdBy,modifiedAt,modifiedBy,productNumber,name,unitPrice,unitsInStock,unitsOnOrder,reorderLevel,discontinued,isDeleted,category_ID
90699d5d-8e69-4964-a4a3-0ec379092b5e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,22,Lakkalikööri Pavlova,25.35,157,0,25,false,false,469d46ba-0446-4a1f-b142-56cad6531e70
9349eba5-d00c-4b18-9736-a5d139d7fb29,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,23,Perth Alice Mutton,27.2,478,0,10,false,false,222827df-618e-46dc-b09d-0262ef839533
c66406a8-7609-4fb9-86c1-0e9d90a4042c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,24,New England Carnarvon Tigers,29.05,70,0,15,false,false,c5c58021-0d7a-4043-a059-08fc0874207e
b83605b2-96ea-461c-b817-0e20c01aa504,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,25,Scottish Chocolate Biscuits,30.9,24,64,20,false,false,634f5263-4a40-46b1-9e10-4875e1bc2795
04ad60ad-d32b-4a0c-b4b1-d3395a1685c7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,26,Hanoi Marmalade,32.75,9,0,25,false,false,9e2735f6-f1cc-4c42-9512-bb108bb93d76
e41ac8d3-e9d4-4afc-ad1b-661dab8c3bbe,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,27,Mishi Scones,34.6,201,0,10,false,false,740f2500-1728-4aa7-af76-0d694dd2956c
91573ce8-7c55-42e0-aa30-82969569aa89,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,28,Kobe Knäckebröd,36.45,56,0,15,false,false,f033316b-4664-4442-b787-6da86968dfea
a0138d02-f2ef-4ab7-a94f-d75a02c4be67,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,29,Alice Tunnbröd,38.3,123,0,20,false,false,b2f04e79-b4a4-4c02-ba1f-b5dea97a858c
0c0b8157-40c8-49b6-8b49-2f68180c8ad3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,30,Giovanni Guaraná,40.15,418,0,25,false,false,11890959-ff1a-41b5-920f-ad4410e5baed
c5a635e9-d528-4b57-a45f-3727ad6c82ca,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,31,Wimmers Gorgonzola,42,3,0,10,false,false,4845010e-4d8a-4cdf-984b-46546273b037
8a330fcd-e00a-4f51-b4d4-fcd0339aa73c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,32,Laughing Lumberjack Mascarpone,43.85,64,94,15,false,false,d3ebd8a1-d032-467d-b924-94d6861cda84
c41db614-2b42-4009-805d-383ff1360729,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,33,Uncle Bob's Sasquatch Ale,45.7,267,0,20,false,false,a6a1f388-3d4e-40fd-b1de-dcde0004c02e
d534a0f4-8ae8-4a2b-be74-6a27576fd6e6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,34,Grandma's Steeleye Stout,47.55,334,0,25,false,false,22126049-3c3a-4e86-88b3-b0067da2f354
136d282a-97bb-4c67-9705-fbabd53eb45e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,35,Chef Anton's Inlagd Sill,49.4,315,0,10,false,false,e19b3bd9-4832-4dad-b50c-72219d5f650a
53192141-eb3c-464c-a3cd-9316892b603a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,36,Northwoods Gravad Lax,51.25,3,0,15,true,false,addef001-c181-4ddd-a5f2-3454c22e0584
7863edb5-64da-4840-b126-75e2cd97eea0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,37,Tokyo Côte de Blaye,53.1,162,0,20,false,false,6eb36806-132d-4750-a9e0-0c12fd6ea4fa
1e5e8950-6ce3-4a22-91f2-249e0829b33f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,38,Cooper's Chartreuse,54.95,240,0,25,false,false,1677c006-06e8-4c12-84c3-304bc168b55c
ba1b1a9e-d812-4f28-af8d-63ddcdb4630f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,39,Boston Crab Meat,56.8,72,42,10,false,false,87f1c625-2f5c-412c-9390-e6faa2c8c9d3
fa774612-aee8-444d-9180-3a202a3e5a82,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,40,Louisiana Clam Chowder,58.65,119,0,15,false,false,26132f24-dec4-4ece-89b7-7e974c0d72fa
80c93f9a-108a-4137-83a5-4d7f96843e02,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,41,Outback Hokkien Fried Mee,60.5,9,0,20,false,false,3591784f-f722-4c01-a6fc-e34e1ec79c64
3bfcf319-4ed4-4cc5-8115-365691ff65e0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,42,Singapore Ipoh Coffee,62.35,492,0,25,false,false,7b48cff3-0e52-4cb6-a0e9-1c512b4c6e54
cd6d684d-2d39-4ec1-a38e-a1905a58e1b3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,43,Rhönbräu Gula Malacca,64.2,248,0,10,false,false,6a33f5cd-edd1-4743-b948-e3322d461437
82ad219c-8f61-4469-8af2-c70bfe133bd0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,44,Lakkalikööri Spegesild,66.05,70,0,15,false,false,b44f9e44-e319-4074-9612-eb4ab6ea3f43
b7ea769c-7189-4540-b0af-845bae33aaf3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,45,Perth Zaanse koeken,67.9,431,0,20,false,false,ab8982a8-314a-4a15-b2b9-e8b6b8375697
d7e71c62-67c7-4126-a8f9-e89413fde955,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,46,New England Chocolade,69.75,1,79,25,false,false,d719198f-cf02-47c1-a4c1-bddd8ece0509
8a7769d1-96fa-48db-9e0d-305590c74000,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,47,Scottish Valkoinen suklaa,71.6,358,0,10,false,false,31227483-152c-401b-87dc-d32241b1a294
5448b72b-1e8c-4d99-a3b9-0506d5f20bd6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,48,Hanoi Dried Apples,73.45,449,0,15,false,false,40a9e5e2-1866-40b0-9ddf-6ae06275d51f
f128b341-9cd5-4067-b922-aadd00328c42,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,49,Mishi Filo Mix,75.3,50,0,20,false,false,8ff7b951-f86b-4f5c-94a5-dd6fdd9a6f5b
73f08ec2-cbe2-43f2-8634-d18f47880372,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,50,Kobe Pasties,77.15,359,0,25,false,false,a23e6308-4182-4eab-a39a-196a9eda6818
5e1a8ac8-5f46-4f61-9366-72f4ba6ec39d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,51,Alice Tourtière,79,3,0,10,false,false,db29649b-2fee-449b-af77-b61cb765c32b
16a4c0d3-a341-436e-b7ce-8083307e13d0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,52,Giovanni Pâté,80.85,58,0,15,false,false,a5e7c388-0f35-4ed7-aaa6-a673e2ab188b
bc257acb-e667-4586-8753-83cce56ded42,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,53,Wimmers Gnocchi,82.7,368,98,20,false,false,bfe5929d-9569-4c81-afa8-877071735353
f9b6337f-86ed-492e-88f5-e6cf00d7b522,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,54,Laughing Lumberjack Ravioli,84.55,215,0,25,false,false,b30cfead-ee3e-48ec-b432-d5d404497ee1
d9d7154f-0656-4a19-9d0a-98d1a30b735d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,55,Uncle Bob's Raclette,86.4,215,0,10,false,false,eaf12639-0d7e-41d2-8042-2e21b4284efc
70afbf98-15b5-44d1-9ffd-a80cb89c6af8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,56,Grandma's Camembert,88.25,8,0,15,false,false,a3d81fb7-1da0-4dbe-b1d6-33174e6ec2b3
e5bed455-702d-4b06-ba95-7933a74503bc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,57,Chef Anton's Sirop,90.1,300,0,20,false,false,f57a7d89-ed31-4935-96d0-255aa697679b
7df3767a-828c-4179-81ae-3f5f52b5df79,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,58,Northwoods Tarte,91.95,227,0,25,false,false,86477714-4556-4ac4-8f4c-b4886bd8928f
d64e2f33-4f49-4806-8aa3-c1fa183c40e6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,59,Tokyo Vegie-spread,93.8,14,0,10,false,false,f962e8b8-e5c8-43df-ba32-23fefc098242
19496ea5-6a44-4c6b-9db6-834703966a59,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,60,Cooper's Semmelknödel,95.65,296,86,15,false,false,96960afd-22c5-41c7-9dfe-21ac2efa2c4a
b18270ba-cefc-42c8-b4a5-e6240c50952d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,61,Boston Hot Pepper Sauce,97.5,3,0,20,true,false,ec09920d-e57b-4f66-b817-757f33db3915
bc5611ba-2cc4-4460-a3e6-4b2b893e07dc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,62,Louisiana Hot Spiced Okra,99.35,115,0,25,false,false,f9e2c2f8-aa92-49e1-9501-3d063192dd3b
6f0a0379-ee51-4f0f-9cbb-81d8bfbb54dc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,63,Outback Lager,101.2,116,0,10,false,false,b951cbf5-18c1-4f17-bb26-7e74d3d11364
252176ff-39b6-4f46-aad7-e36f7820de62,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,64,Singapore Longbreads,103.05,458,0,15,false,false,f6fbf505-1d26-43aa-9549-b7565d36799b
2c174649-610b-440b-b3d3-126b5e6c5137,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,65,Rhönbräu Gudbrandsdalsost,104.9,180,0,20,false,false,c94ab96e-07ff-47fa-86a9-9700ceb57ab0
65a3d96d-612e-4734-912d-0481d69a0620,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,66,Lakkalikööri Flotemysost,106.75,2,0,25,false,false,f7b30826-eb20-481b-a033-cde1772785a1
71d2b1fa-9eeb-4f10-9107-43e754aabb8f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,67,Perth Mozzarella,108.6,477,20,10,false,false,4d734302-1f2a-474a-9350-c572ad7047b3
fc26e777-2812-4c88-aa80-fc0b86dc63ab,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,68,New England Kaviar,110.45,134,0,15,false,false,065da81c-f97e-4541-bd57-466b3b4a5ccc
87d2044b-5959-4127-a488-e0df1a35f350,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,69,Scottish Klosterbier,112.3,232,0,20,false,false,f70c907a-1de9-49b9-a4c2-bf50a26794f9
9857c360-9b3b-4e92-8edf-6d3f91b0df3d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,70,Hanoi Original Frankfurter,114.15,40,0,25,false,false,069b3929-2c9b-4614-9503-d6d34377e5ca
6904488f-5fbc-4846-aee0-b5b876e8e581,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,71,Mishi Chai,116,8,0,10,false,false,5a2286e0-5978-4e7d-b1a9-ef38652e4f3b
d6e05fc2-b501-4887-ae7c-0ea5d04ee7ae,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,72,Kobe Syrup,117.85,169,0,15,false,false,ff560712-d8d8-4d0e-a4b5-2a63c6a54e4e
8719a4a0-bd86-4791-b286-55bec09cfcf9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,73,Alice Cajun Seasoning,119.7,285,0,20,false,false,dbbd2483-1eab-4da2-b8bd-621d3e4313a8
885e10bd-f4e5-4bce-aebc-c2d35d6b7c7b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,74,Giovanni Gumbo Mix,121.55,413,66,25,false,false,0154086e-f928-4bcb-b6e5-0877acef8fd9
b2fed147-051f-4385-a773-9a0c50524ef2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,75,Wimmers Boysenberry Spread,123.4,167,0,10,false,false,db445f14-5e31-4775-9f9e-9fee6b25129e
98c8236a-ba41-4d2d-8cc9-49157adbbd82,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,76,Laughing Lumberjack Dried Pears,125.25,8,0,15,false,false,207449c6-06d8-4588-905e-996c0a74cf1a
6abad8fd-7335-4f5e-95b7-bdb4160012c3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,77,Uncle Bob's Mishi Kobe Niku,127.1,108,0,20,false,false,81abc9cb-2e57-42d9-9ebb-8a20d6e28178
9999b97f-793c-420c-9afb-69ea3e605bff,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,78,Grandma's Ikura,128.95,126,0,25,false,false,2c682f06-c297-426d-adb5-bc051f9e6272
4e982544-3c70-49b6-9373-468f23beb983,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,79,Chef Anton's Queso Cabrales,130.8,37,0,10,false,false,291f5388-f287-4429-9386-c75b6c0bf484
284cca04-dccd-4f75-82d4-577c85cdfa9b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,80,Northwoods Tofu,132.65,194,0,15,false,false,994427c6-ad76-4b1a-b95c-9e329aa37fdc
e76451b7-6436-4e15-b1cf-8f94d782f9ad,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,81,Tokyo Pavlova,134.5,8,81,20,false,false,288f69f0-3eab-4417-a6e1-f43d1a972681
584ff4dc-3378-45ac-b2e7-2560bdc93b97,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,82,Cooper's Alice Mutton,136.35,388,0,25,false,false,4c22d383-4d95-4d1b-a055-71a8d61eb68f
e389d9b7-012a-4a71-9e1a-b6972c530c8c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,83,Boston Carnarvon Tigers,138.2,403,0,10,false,false,974df126-4362-45b3-b2e8-b0bda90d4c85
c490ff6a-ab66-4706-8e68-8545e9bd6230,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,84,Louisiana Chocolate Biscuits,140.05,338,0,15,false,false,e1a75e17-4662-41c5-aa0a-93cfac624544
e2aec7b5-ff45-4575-9501-bbb3409430d6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,85,Outback Marmalade,141.9,465,0,20,false,false,c8350029-1168-48f2-9505-3478d657cd20
4060bcb0-f69b-4f58-8dcc-f98f85a28f1f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,86,Singapore Scones,143.75,3,0,25,true,false,86fe726f-3366-46ca-a6bb-4a90ef1fb2ce
47d2fd76-aa82-4f18-afb8-766a9376d54d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,87,Rhönbräu Knäckebröd,145.6,275,0,10,false,false,77cc9f38-d4e4-4a4e-986c-1d001f8e9491
75f3ae9c-51fe-4ba9-84b0-a836fdf6e103,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,88,Lakkalikööri Tunnbröd,147.45,494,35,15,false,false,701b27df-9083-4989-b225-9b0eec635dbd
6389685f-98ed-4dc6-a302-4f943c60a7c2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,89,Perth Guaraná,149.3,31,0,20,false,false,3c161414-d88e-4b53-aed6-0702116734ad
0eb7058d-29b6-4cd9-b6c1-5f0be9bebe27,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,90,New England Gorgonzola,151.15,129,0,25,false,false,ea4e4eb1-1871-4c03-ac7a-5aaef9f55166
c384e53d-69f1-4c23-a22a-a497368a089e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,91,Scottish Mascarpone,153,7,0,10,false,false,3c755c35-171c-40b8-8a40-852963c6b1a2
1341bc17-3e27-4a29-8382-b2c7a82244d0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,92,Hanoi Geitost,154.85,288,0,15,false,false,f007e7ab-dbd9-4247-8193-8be1229bbd51
f1077af5-f619-47ef-8b86-e9e5ce9ff481,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,93,Mishi Sasquatch Ale,156.7,293,0,20,false,false,c01eea86-983d-4dbc-820a-bf80f4dc68ed
d80ad189-39b5-42cd-958c-4c49d3552ee9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,94,Kobe Steeleye Stout,158.55,405,0,25,false,false,366c84c3-fc13-4fab-8090-7834963ae937
8efb99cf-6004-45c7-8abd-dd28162055fb,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,95,Alice Inlagd Sill,160.4,473,84,10,false,false,453cd066-60c6-4279-86fa-c0313b55ebbd
9e2e7d67-e111-4aa0-b028-9cfe72eb2205,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,96,Giovanni Gravad Lax,162.25,8,0,15,false,false,e7762e7a-ab4a-499c-a7ee-6cb1d72b7a0c
cc4e4c56-9641-46e6-9293-8809f9d016ac,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,97,Wimmers Côte de Blaye,164.1,413,0,20,false,false,082c1fe0-9574-47e3-98ef-fc13d046c61f
b884ad7f-cc2c-45cb-9358-08181704bfa8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,98,Laughing Lumberjack Chartreuse,165.95,382,0,25,false,false,2c0504d3-212a-4dc2-86fa-e3f5d897a572
7e3f84ee-e9e3-42aa-b29f-e10b209d3c64,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,99,Uncle Bob's Clam Chowder,167.8,468,0,10,false,false,d91ec75c-efb9-463e-8ef6-1c39fc9b2c9a
dde4bc65-aeb2-4b59-8595-3d7dbb0854c2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,100,Grandma's Hokkien Fried Mee,169.65,465,0,15,false,false,3ce716ea-8f8f-4d06-a9a3-1a9f52f05d05
5d22081c-cceb-455c-bf50-ac5276ddbfdd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,101,Chef Anton's Ipoh Coffee,171.5,2,0,20,false,false,e9ccdc23-7904-4f59-b923-a4ab008b9d05
933c4246-6778-455b-8a17-eb6b424c04b3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,102,Northwoods Gula Malacca,173.35,376,57,25,false,false,f3405548-49cf-460f-9095-c025f1ba3c90
a64870d5-5ae5-45f1-94d6-5e19c4434e66,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,103,Tokyo Spegesild,175.2,192,0,10,false,false,5f1e09d4-4717-47fb-a1fa-09f8c75e5cf2
811cee34-d4d8-4a7d-9f97-67d309369d19,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,104,Cooper's Zaanse koeken,177.05,109,0,15,false,false,3bc42fa2-a6ac-4bca-b05f-b945b33385c4
ee3b1c5b-540e-4152-a764-cd0b28251e2e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,105,Boston Chocolade,178.9,289,0,20,false,false,fe41a0af-e212-4561-b9b8-7307385c8139
9ee07585-81f5-47d0-b6ce-ff0473af30b9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,106,Louisiana Valkoinen suklaa,180.75,7,0,25,false,false,9c52f4ca-09c0-43f4-805f-4544ea0b14a9
c1fee7cb-85ff-43b4-84f9-14648bafc8aa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,107,Outback Dried Apples,182.6,171,0,10,false,false,cab6c322-a13f-4abc-a083-3c51814dd347
e6682eb4-4abf-42d2-9795-ac24acd6973e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,108,Singapore Filo Mix,184.45,431,0,15,false,false,a2202419-314f-4fa6-8f08-aab2b2356ba3
3a6fa0ed-3ad0-48f3-945d-69b1467c6d80,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,109,Rhönbräu Pasties,186.3,202,44,20,false,false,e6d41daf-a090-4aa9-9fbd-3c88293e1848
22db63ed-2ddf-4dae-a1c4-8a909bd3d1d5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,110,Lakkalikööri Tourtière,188.15,298,0,25,false,false,4d7e0148-eecf-4817-8065-807ac544e997
b2eaa8a8-8797-4a70-bd29-a8934d057f5b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,111,Perth Pâté,190,7,0,10,true,false,fd22f1d5-939c-4821-8a0c-ed8197364e02
dc477ec7-9eb9-48b4-834d-aaee0f3c98c2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,112,New England Gnocchi,191.85,389,0,15,false,false,f2c525ff-a881-4a2b-a5d1-aaf2ecd6b28e
4876491c-096b-4c8b-928d-4ba396b3a3fa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,113,Scottish Ravioli,193.7,46,0,20,false,false,9f39cc9c-3c88-4f62-bf48-0b5e95d78f5d
f2fe9d9b-9c64-4b5a-98a5-438dfa55fd11,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,114,Hanoi Escargots,195.55,148,0,25,false,false,23e4052a-44e0-4ebd-87ab-5612e36cda20
a115eb3b-fee8-4ea1-a5b6-584a14ce450a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,115,Mishi Raclette,197.4,99,0,10,false,false,578883fd-ce15-46e0-b706-455eed1bfab5
2cb17b62-6dbd-4048-9da3-34ff08c8e998,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,116,Kobe Camembert,199.25,2,64,15,false,false,5dbf4659-059d-4e49-8712-9a2aaa02b41d
b522579c-36a7-4b31-8fce-2cd154593096,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,117,Alice Sirop,201.1,262,0,20,false,false,9a2ecc46-f835-4814-afd6-95bea62e17bc
68da1f03-a400-48c6-bd9b-2f2c30383154,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,118,Giovanni Tarte,202.95,181,0,25,false,false,1af69cc8-da56-42e9-a7fd-43f044ab46df
ae50960d-c1fb-452f-9e48-cd9ceca2a276,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,119,Wimmers Vegie-spread,204.8,353,0,10,false,false,c6e07be5-4376-4627-8269-a73e23a0805a
ffcc0829-c73e-416d-8d9c-908820a39ae3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,120,Laughing Lumberjack Semmelknödel,206.65,468,0,15,false,false,a22ba558-d8dc-46ef-b99f-92e892c0679c
244d6850-bac3-4378-b9d5-c93001c0899d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,121,Uncle Bob's Hot Spiced Okra,208.5,1,0,20,false,false,35cce646-acf3-4058-82b5-b53c833b3dc6
df14bcb5-303d-4c48-b417-5711c368ef00,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,122,Grandma's Lager,210.35,60,0,25,false,false,4cf75d56-5159-4ac5-907a-08259d2542d0
