ID,createdAt,createdBy,modifiedAt,modifiedBy,name,description,isDeleted
addef001-c181-4ddd-a5f2-3454c22e0584,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Desserts,"High quality, select items in the Specialty Desserts department.",false
6eb36806-132d-4750-a9e0-0c12fd6ea4fa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Sauces,"High quality, select items in the Deluxe Sauces department.",false
1677c006-06e8-4c12-84c3-304bc168b55c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Beverages,"High quality, select items in the Traditional Beverages department.",false
87f1c625-2f5c-412c-9390-e6faa2c8c9d3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Spices,"High quality, select items in the Vintage Spices department.",false
26132f24-dec4-4ece-89b7-7e974c0d72fa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Oils,"High quality, select items in the Eco-Friendly Oils department.",false
3591784f-f722-4c01-a6fc-e34e1ec79c64,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Extracts,"High quality, select items in the Diet Extracts department.",false
7b48cff3-0e52-4cb6-a0e9-1c512b4c6e54,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Beverages,"High quality, select items in the Gluten-Free Beverages department.",false
6a33f5cd-edd1-4743-b948-e3322d461437,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Confections,"High quality, select items in the Premium Confections department.",false
b44f9e44-e319-4074-9612-eb4ab6ea3f43,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Dairy,"High quality, select items in the Organic Dairy department.",false
ab8982a8-314a-4a15-b2b9-e8b6b8375697,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Grains,"High quality, select items in the Gourmet Grains department.",false
d719198f-cf02-47c1-a4c1-bddd8ece0509,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Meats,"High quality, select items in the Fresh Meats department.",false
31227483-152c-401b-87dc-d32241b1a294,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Produce,"High quality, select items in the Selected Produce department.",false
40a9e5e2-1866-40b0-9ddf-6ae06275d51f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Seafood,"High quality, select items in the Signature Seafood department.",false
8ff7b951-f86b-4f5c-94a5-dd6fdd9a6f5b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Snacks,"High quality, select items in the Artisanal Snacks department.",false
a23e6308-4182-4eab-a39a-196a9eda6818,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Breads,"High quality, select items in the Local Breads department.",false
db29649b-2fee-449b-af77-b61cb765c32b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Desserts,"High quality, select items in the Imported Desserts department.",false
a5e7c388-0f35-4ed7-aaa6-a673e2ab188b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Sauces,"High quality, select items in the Specialty Sauces department.",false
bfe5929d-9569-4c81-afa8-877071735353,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Beverages,"High quality, select items in the Deluxe Beverages department.",false
b30cfead-ee3e-48ec-b432-d5d404497ee1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Spices,"High quality, select items in the Traditional Spices department.",false
eaf12639-0d7e-41d2-8042-2e21b4284efc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Oils,"High quality, select items in the Vintage Oils department.",false
a3d81fb7-1da0-4dbe-b1d6-33174e6ec2b3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Extracts,"High quality, select items in the Eco-Friendly Extracts department.",false
f57a7d89-ed31-4935-96d0-255aa697679b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Beverages,"High quality, select items in the Diet Beverages department.",false
86477714-4556-4ac4-8f4c-b4886bd8928f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Condiments,"High quality, select items in the Gluten-Free Condiments department.",false
f962e8b8-e5c8-43df-ba32-23fefc098242,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Dairy,"High quality, select items in the Premium Dairy department.",false
96960afd-22c5-41c7-9dfe-21ac2efa2c4a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Grains,"High quality, select items in the Organic Grains department.",false
ec09920d-e57b-4f66-b817-757f33db3915,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Meats,"High quality, select items in the Gourmet Meats department.",false
f9e2c2f8-aa92-49e1-9501-3d063192dd3b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Produce,"High quality, select items in the Fresh Produce department.",false
b951cbf5-18c1-4f17-bb26-7e74d3d11364,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Seafood,"High quality, select items in the Selected Seafood department.",false
f6fbf505-1d26-43aa-9549-b7565d36799b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Snacks,"High quality, select items in the Signature Snacks department.",false
c94ab96e-07ff-47fa-86a9-9700ceb57ab0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Breads,"High quality, select items in the Artisanal Breads department.",false
f7b30826-eb20-481b-a033-cde1772785a1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Desserts,"High quality, select items in the Local Desserts department.",false
4d734302-1f2a-474a-9350-c572ad7047b3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Sauces,"High quality, select items in the Imported Sauces department.",false
065da81c-f97e-4541-bd57-466b3b4a5ccc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Beverages,"High quality, select items in the Specialty Beverages department.",false
f70c907a-1de9-49b9-a4c2-bf50a26794f9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Spices,"High quality, select items in the Deluxe Spices department.",false
069b3929-2c9b-4614-9503-d6d34377e5ca,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Oils,"High quality, select items in the Traditional Oils department.",false
5a2286e0-5978-4e7d-b1a9-ef38652e4f3b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Extracts,"High quality, select items in the Vintage Extracts department.",false
ff560712-d8d8-4d0e-a4b5-2a63c6a54e4e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Beverages,"High quality, select items in the Eco-Friendly Beverages department.",false
dbbd2483-1eab-4da2-b8bd-621d3e4313a8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Condiments,"High quality, select items in the Diet Condiments department.",false
0154086e-f928-4bcb-b6e5-0877acef8fd9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Confections,"High quality, select items in the Gluten-Free Confections department.",false
db445f14-5e31-4775-9f9e-9fee6b25129e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Grains,"High quality, select items in the Premium Grains department.",false
207449c6-06d8-4588-905e-996c0a74cf1a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Meats,"High quality, select items in the Organic Meats department.",false
81abc9cb-2e57-42d9-9ebb-8a20d6e28178,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Produce,"High quality, select items in the Gourmet Produce department.",false
2c682f06-c297-426d-adb5-bc051f9e6272,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Seafood,"High quality, select items in the Fresh Seafood department.",false
291f5388-f287-4429-9386-c75b6c0bf484,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Snacks,"High quality, select items in the Selected Snacks department.",false
994427c6-ad76-4b1a-b95c-9e329aa37fdc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Breads,"High quality, select items in the Signature Breads department.",false
288f69f0-3eab-4417-a6e1-f43d1a972681,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Desserts,"High quality, select items in the Artisanal Desserts department.",false
4c22d383-4d95-4d1b-a055-71a8d61eb68f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Sauces,"High quality, select items in the Local Sauces department.",false
974df126-4362-45b3-b2e8-b0bda90d4c85,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Beverages,"High quality, select items in the Imported Beverages department.",false
e1a75e17-4662-41c5-aa0a-93cfac624544,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Spices,"High quality, select items in the Specialty Spices department.",false
c8350029-1168-48f2-9505-3478d657cd20,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Oils,"High quality, select items in the Deluxe Oils department.",false
86fe726f-3366-46ca-a6bb-4a90ef1fb2ce,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Extracts,"High quality, select items in the Traditional Extracts department.",false
77cc9f38-d4e4-4a4e-986c-1d001f8e9491,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Beverages,"High quality, select items in the Vintage Beverages department.",false
701b27df-9083-4989-b225-9b0eec635dbd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Condiments,"High quality, select items in the Eco-Friendly Condiments department.",false
3c161414-d88e-4b53-aed6-0702116734ad,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Confections,"High quality, select items in the Diet Confections department.",false
ea4e4eb1-1871-4c03-ac7a-5aaef9f55166,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Dairy,"High quality, select items in the Gluten-Free Dairy department.",false
3c755c35-171c-40b8-8a40-852963c6b1a2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Meats,"High quality, select items in the Premium Meats department.",false
f007e7ab-dbd9-4247-8193-8be1229bbd51,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Produce,"High quality, select items in the Organic Produce department.",false
c01eea86-983d-4dbc-820a-bf80f4dc68ed,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Seafood,"High quality, select items in the Gourmet Seafood department.",false
366c84c3-fc13-4fab-8090-7834963ae937,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Snacks,"High quality, select items in the Fresh Snacks department.",false
453cd066-60c6-4279-86fa-c0313b55ebbd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Breads,"High quality, select items in the Selected Breads department.",false
e7762e7a-ab4a-499c-a7ee-6cb1d72b7a0c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Desserts,"High quality, select items in the Signature Desserts department.",false
082c1fe0-9574-47e3-98ef-fc13d046c61f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Sauces,"High quality, select items in the Artisanal Sauces department.",false
2c0504d3-212a-4dc2-86fa-e3f5d897a572,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Beverages,"High quality, select items in the Local Beverages department.",false
d91ec75c-efb9-463e-8ef6-1c39fc9b2c9a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Spices,"High quality, select items in the Imported Spices department.",false
3ce716ea-8f8f-4d06-a9a3-1a9f52f05d05,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Oils,"High quality, select items in the Specialty Oils department.",false
e9ccdc23-7904-4f59-b923-a4ab008b9d05,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Extracts,"High quality, select items in the Deluxe Extracts department.",false
f3405548-49cf-460f-9095-c025f1ba3c90,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Beverages,"High quality, select items in the Traditional Beverages department.",false
5f1e09d4-4717-47fb-a1fa-09f8c75e5cf2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Condiments,"High quality, select items in the Vintage Condiments department.",false
3bc42fa2-a6ac-4bca-b05f-b945b33385c4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Confections,"High quality, select items in the Eco-Friendly Confections department.",false
fe41a0af-e212-4561-b9b8-7307385c8139,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Dairy,"High quality, select items in the Diet Dairy department.",false
9c52f4ca-09c0-43f4-805f-4544ea0b14a9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Grains,"High quality, select items in the Gluten-Free Grains department.",false
cab6c322-a13f-4abc-a083-3c51814dd347,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Produce,"High quality, select items in the Premium Produce department.",false
a2202419-314f-4fa6-8f08-aab2b2356ba3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Seafood,"High quality, select items in the Organic Seafood department.",false
e6d41daf-a090-4aa9-9fbd-3c88293e1848,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Snacks,"High quality, select items in the Gourmet Snacks department.",false
4d7e0148-eecf-4817-8065-807ac544e997,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Breads,"High quality, select items in the Fresh Breads department.",false
fd22f1d5-939c-4821-8a0c-ed8197364e02,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Desserts,"High quality, select items in the Selected Desserts department.",false
f2c525ff-a881-4a2b-a5d1-aaf2ecd6b28e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Sauces,"High quality, select items in the Signature Sauces department.",false
9f39cc9c-3c88-4f62-bf48-0b5e95d78f5d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Beverages,"High quality, select items in the Artisanal Beverages department.",false
23e4052a-44e0-4ebd-87ab-5612e36cda20,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Spices,"High quality, select items in the Local Spices department.",false
578883fd-ce15-46e0-b706-455eed1bfab5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Oils,"High quality, select items in the Imported Oils department.",false
5dbf4659-059d-4e49-8712-9a2aaa02b41d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Extracts,"High quality, select items in the Specialty Extracts department.",false
9a2ecc46-f835-4814-afd6-95bea62e17bc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Beverages,"High quality, select items in the Deluxe Beverages department.",false
1af69cc8-da56-42e9-a7fd-43f044ab46df,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Condiments,"High quality, select items in the Traditional Condiments department.",false
c6e07be5-4376-4627-8269-a73e23a0805a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Confections,"High quality, select items in the Vintage Confections department.",false
a22ba558-d8dc-46ef-b99f-92e892c0679c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Dairy,"High quality, select items in the Eco-Friendly Dairy department.",false
35cce646-acf3-4058-82b5-b53c833b3dc6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Grains,"High quality, select items in the Diet Grains department.",false
4cf75d56-5159-4ac5-907a-08259d2542d0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Meats,"High quality, select items in the Gluten-Free Meats department.",false
0e21c1d3-2a4f-4937-bcbc-7ddc58e1ecec,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Seafood,"High quality, select items in the Premium Seafood department.",false
7387b6ef-0461-4723-a68e-43bdabb9ea0b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Snacks,"High quality, select items in the Organic Snacks department.",false
e5a4f1fc-5ed0-42da-9da6-f563474a55f5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Breads,"High quality, select items in the Gourmet Breads department.",false
5ec02c83-56aa-46cc-a93a-b48a9202a673,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Desserts,"High quality, select items in the Fresh Desserts department.",false
1b2cd41d-51b3-45c0-a054-ef9fb04ad1a2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Sauces,"High quality, select items in the Selected Sauces department.",false
1ab77b29-a803-4cf9-85a2-ffa91fec09e0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Beverages,"High quality, select items in the Signature Beverages department.",false
5b9af404-c9ea-43f4-b271-4f332d8eaa80,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Spices,"High quality, select items in the Artisanal Spices department.",false
e684c857-9163-4d2f-85a8-b72ca1fcb02a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Oils,"High quality, select items in the Local Oils department.",false
3a985f30-e8da-4572-ba87-a98bdb86fe61,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Extracts,"High quality, select items in the Imported Extracts department.",false
e3295e71-2959-4eb5-b651-5d682aa9c688,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Beverages,"High quality, select items in the Specialty Beverages department.",false
3a98479e-7b1b-41e9-8161-daa6fdb0b79b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Condiments,"High quality, select items in the Deluxe Condiments department.",false
b07c01dd-3ef6-4633-9220-8a229502dcf2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Confections,"High quality, select items in the Traditional Confections department.",false
2d9bac44-7593-4aa9-9a57-9c6acb50fe6f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Dairy,"High quality, select items in the Vintage Dairy department.",false
b0e7d149-6c13-4b4a-a6de-9268c60f2356,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Grains,"High quality, select items in the Eco-Friendly Grains department.",false
df97ebfd-dd23-49bc-a45a-a483d6a89897,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Meats,"High quality, select items in the Diet Meats department.",false
8270aca0-9a93-4efd-9643-3efd6ca411be,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Produce,"High quality, select items in the Gluten-Free Produce department.",false
32ebee6e-bbbe-4a78-8d91-97e260bfda2d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Snacks,"High quality, select items in the Premium Snacks department.",false
4f1f8df5-6281-43d3-9fe3-09e177d11eb7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Breads,"High quality, select items in the Organic Breads department.",false
7409957a-fed1-432e-bb96-5dc790cfd8e6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Desserts,"High quality, select items in the Gourmet Desserts department.",false
6cd543f6-e45f-4c71-80d3-3ca1d7909ec6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Sauces,"High quality, select items in the Fresh Sauces department.",false
48ee30a1-9b82-455b-adaf-50eb1be3641d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Beverages,"High quality, select items in the Selected Beverages department.",false
3a54a481-9821-4fcf-893f-79a2f0c0a078,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Spices,"High quality, select items in the Signature Spices department.",false
890f59a0-af76-4981-a968-f7e38636bb9a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Oils,"High quality, select items in the Artisanal Oils department.",false
1902d2b4-e278-4e71-9026-9aff33292f5e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Extracts,"High quality, select items in the Local Extracts department.",false
9fdf099a-6b48-4056-afec-174509e4e091,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Beverages,"High quality, select items in the Imported Beverages department.",false
8215e251-30af-431f-91c8-4b4cdc4fe866,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Condiments,"High quality, select items in the Specialty Condiments department.",false
37e4612e-9c00-42c0-9be4-b2d532ffeb6a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Confections,"High quality, select items in the Deluxe Confections department.",false
855e19f9-412c-4479-b994-51ac11f041a6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Dairy,"High quality, select items in the Traditional Dairy department.",false
a2559631-8ac1-4ab5-b156-07c71ea41d67,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Grains,"High quality, select items in the Vintage Grains department.",false
3a402a37-c5d2-4d9a-abe6-d65c9b20e2cc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Meats,"High quality, select items in the Eco-Friendly Meats department.",false
7182f901-538e-441b-8c7f-a331132fda4e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Produce,"High quality, select items in the Diet Produce department.",false
