ID,createdAt,createdBy,modifiedAt,modifiedBy,name,description,isDeleted
6704ced3-e2cb-45c9-b79e-637b2762dea6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Sauces,"High quality, select items in the Deluxe Sauces department.",false
cb8777ae-4751-4d04-accc-374f273c32f8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Beverages,"High quality, select items in the Traditional Beverages department.",false
b3133625-5455-4741-9967-568573700b63,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Spices,"High quality, select items in the Vintage Spices department.",false
92c39fc2-70b0-47a0-a61b-ce3bd53ec972,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Oils,"High quality, select items in the Eco-Friendly Oils department.",false
a7b7cbf0-f3d1-4c6f-a116-6628d23ab035,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Extracts,"High quality, select items in the Diet Extracts department.",false
15405783-87b1-4bfc-91a5-4511eb97832e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Beverages,"High quality, select items in the Gluten-Free Beverages department.",false
6ca76afd-73b5-43a6-91af-bf3236834343,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Confections,"High quality, select items in the Premium Confections department.",false
19cfbfcc-b9f8-4242-96d9-20635325dd0c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Dairy,"High quality, select items in the Organic Dairy department.",false
4638d541-d081-4841-bcd3-ab8f7c2f2c5a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Grains,"High quality, select items in the Gourmet Grains department.",false
046c0026-f734-440d-bb95-63271df77451,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Meats,"High quality, select items in the Fresh Meats department.",false
1f1e0ef5-0e97-46b0-b778-ea39fd5676d8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Produce,"High quality, select items in the Selected Produce department.",false
664a76fb-2934-4053-b233-a4e5bea7dae3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Seafood,"High quality, select items in the Signature Seafood department.",false
988e4867-959e-4ce9-a16c-2dff6cb549fc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Snacks,"High quality, select items in the Artisanal Snacks department.",false
95244f32-da1e-417b-abd9-f07edf33aea6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Breads,"High quality, select items in the Local Breads department.",false
291189c4-2ce8-44c0-9a59-9f9ece685aff,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Desserts,"High quality, select items in the Imported Desserts department.",false
ce5773c7-eb23-44b8-9b3b-3aac8ef91133,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Sauces,"High quality, select items in the Specialty Sauces department.",false
ff0b9b7b-b442-4429-942c-3704b0aef585,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Beverages,"High quality, select items in the Deluxe Beverages department.",false
2f6d993b-4531-4ee2-bc22-834487a3b0c1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Spices,"High quality, select items in the Traditional Spices department.",false
a59fbdfb-f608-4079-8405-2ee76df7b4e6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Oils,"High quality, select items in the Vintage Oils department.",false
bb283c53-d121-44f6-93ec-cdd96e181aba,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Extracts,"High quality, select items in the Eco-Friendly Extracts department.",false
e19442db-0a8d-4642-a974-0da6fcf0e3f4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Beverages,"High quality, select items in the Diet Beverages department.",false
90613d05-91ad-4dfe-a7b7-98ef91ca38fc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Condiments,"High quality, select items in the Gluten-Free Condiments department.",false
e33bd439-80ee-4c65-a062-55fb29ebc32b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Dairy,"High quality, select items in the Premium Dairy department.",false
104d41d7-b4bc-42ed-9479-81b655270478,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Grains,"High quality, select items in the Organic Grains department.",false
d9995be6-752a-4441-9aa0-bab63c9b0fa4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Meats,"High quality, select items in the Gourmet Meats department.",false
69ee7c0c-6124-44f3-999f-92393d98e0b9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Produce,"High quality, select items in the Fresh Produce department.",false
d0f52cd2-47ae-4faa-b05d-261a9606a927,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Seafood,"High quality, select items in the Selected Seafood department.",false
ee07bb67-0da6-4018-adb8-df35281895ba,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Snacks,"High quality, select items in the Signature Snacks department.",false
308ba1e7-c780-4004-a9f1-adb630a227dc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Breads,"High quality, select items in the Artisanal Breads department.",false
98e6430c-c1e9-4ee8-bacb-39eff106e1a0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Desserts,"High quality, select items in the Local Desserts department.",false
bf988fbf-21d9-4663-8bdf-a4a2dc9fd8a0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Sauces,"High quality, select items in the Imported Sauces department.",false
4ee36089-22ca-4f86-825e-38138b3a8e74,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Beverages,"High quality, select items in the Specialty Beverages department.",false
1349937d-00de-48fe-9a6e-5938f6de10e4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Spices,"High quality, select items in the Deluxe Spices department.",false
cacbf773-1e75-4b89-a039-c4777203b22b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Oils,"High quality, select items in the Traditional Oils department.",false
d2f63a48-0bba-49d3-8338-4bcf129d67f5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Extracts,"High quality, select items in the Vintage Extracts department.",false
911384f0-dbe0-4fcb-b4c5-a41fc258a7e0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Beverages,"High quality, select items in the Eco-Friendly Beverages department.",false
725c68fe-46b2-4f3b-aa76-085265e9ea33,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Condiments,"High quality, select items in the Diet Condiments department.",false
7f151295-97a7-45e8-8ac8-9427a5c91438,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Confections,"High quality, select items in the Gluten-Free Confections department.",false
14ae1d01-0452-47c6-84ac-fc75745d7ed6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Grains,"High quality, select items in the Premium Grains department.",false
3ad9efc5-a17d-4571-af25-19eeca7ff345,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Meats,"High quality, select items in the Organic Meats department.",false
ec74b1fc-ccf4-4e56-8b1e-88433842f2af,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Produce,"High quality, select items in the Gourmet Produce department.",false
913c6d1a-5651-4732-870d-ef405bebf42d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Seafood,"High quality, select items in the Fresh Seafood department.",false
0f883dad-9f66-4462-9081-0abac7133280,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Snacks,"High quality, select items in the Selected Snacks department.",false
7687271b-7fa0-4118-9cff-50aa767f7f31,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Breads,"High quality, select items in the Signature Breads department.",false
afbc5fc3-2acf-402e-9767-b79a4da1f19b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Desserts,"High quality, select items in the Artisanal Desserts department.",false
6ce58ed2-06fc-4794-b1ae-349d84c60d2e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Sauces,"High quality, select items in the Local Sauces department.",false
6395ba81-f500-427e-a1ce-523962f26fd2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Beverages,"High quality, select items in the Imported Beverages department.",false
87dc048b-8a7f-4eed-876b-8d260663daac,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Spices,"High quality, select items in the Specialty Spices department.",false
693878ff-5296-4b79-ae5e-0954fd1bfb0a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Oils,"High quality, select items in the Deluxe Oils department.",false
342e7f9c-9f3e-47da-bf9e-6d81b477231b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Extracts,"High quality, select items in the Traditional Extracts department.",false
af54f2a9-84a6-434a-8b2a-4dab46a25d3a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Beverages,"High quality, select items in the Vintage Beverages department.",false
f60abe88-65ac-4f88-924f-e123bdda3953,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Condiments,"High quality, select items in the Eco-Friendly Condiments department.",false
02bbfd65-d4c4-45a7-ad23-c59682522578,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Confections,"High quality, select items in the Diet Confections department.",false
fc70895d-d88f-47d3-b326-9cdec54928b6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Dairy,"High quality, select items in the Gluten-Free Dairy department.",false
2cf1f969-1a4f-4451-9414-3365836be646,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Meats,"High quality, select items in the Premium Meats department.",false
a68af1c8-b460-42fe-9a0c-beba061fcc3d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Produce,"High quality, select items in the Organic Produce department.",false
5af09cbe-aeea-4e31-abf9-e8fe1161e6a9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Seafood,"High quality, select items in the Gourmet Seafood department.",false
7a196c2f-c0c6-4298-9b20-ce3630e3eb6d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Snacks,"High quality, select items in the Fresh Snacks department.",false
1a6af5a6-18a6-4239-9d7a-47db25a9c06b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Selected Breads,"High quality, select items in the Selected Breads department.",false
d338d8b4-c724-4669-8275-a39d9b8e121a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Signature Desserts,"High quality, select items in the Signature Desserts department.",false
586e7220-fef7-426a-8943-7fad3357e33b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Artisanal Sauces,"High quality, select items in the Artisanal Sauces department.",false
1e460736-155c-4b76-af50-3a658c5b4f15,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Local Beverages,"High quality, select items in the Local Beverages department.",false
a2061fbe-cead-43b9-a128-5d886107ba38,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Imported Spices,"High quality, select items in the Imported Spices department.",false
cb727a8f-28fc-4c6d-a564-4a6b906740ff,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Specialty Oils,"High quality, select items in the Specialty Oils department.",false
ee11d787-c9b9-4a12-8ab6-3074b0734446,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Deluxe Extracts,"High quality, select items in the Deluxe Extracts department.",false
0cc10c4c-d77b-4a71-87d2-865337bac4a5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Traditional Beverages,"High quality, select items in the Traditional Beverages department.",false
c0b7ec48-ecfb-4cc5-8620-0ad49dc2da12,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Vintage Condiments,"High quality, select items in the Vintage Condiments department.",false
3d264b60-0fc3-4881-a3ac-f8a231318ba8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Eco-Friendly Confections,"High quality, select items in the Eco-Friendly Confections department.",false
659190c9-8387-42f3-a9f2-ba027e7d2f8b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Diet Dairy,"High quality, select items in the Diet Dairy department.",false
2e8af950-f4d5-42fc-be6e-a62c739fd1c2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gluten-Free Grains,"High quality, select items in the Gluten-Free Grains department.",false
dce001fe-5f20-4100-8af0-34aa69fd5a0b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Premium Produce,"High quality, select items in the Premium Produce department.",false
614a962b-d2de-4729-ada4-6c900eb8c9f8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Organic Seafood,"High quality, select items in the Organic Seafood department.",false
4e47615e-d108-4d5c-bfb5-f7889f3849e2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Gourmet Snacks,"High quality, select items in the Gourmet Snacks department.",false
29d5ac5d-c0e0-4af6-b0cc-1af1664e9814,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,Fresh Breads,"High quality, select items in the Fresh Breads department.",false
