ID,createdAt,createdBy,modifiedAt,modifiedBy,productNumber,name,unitPrice,unitsInStock,unitsOnOrder,reorderLevel,criticality,discontinued,isDeleted,category_ID
d8581e7f-3d7f-4703-9d14-4af67a5677e7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,31,Wimmers Gorgonzola,42,3,0,10,1,false,false,dd7ed420-860c-4664-aaa6-f67aad08f609
c3ce3084-503a-4988-a727-e9e0965604c5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,32,Laughing Lumberjack Mascarpone,43.85,312,7,15,3,false,false,003dfb1e-4910-4b5d-88ff-3bcbfa3c1776
3c40a908-2dc8-411a-93f8-c12923c1e13b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,33,Uncle Bob's Sasquatch Ale,45.7,466,0,20,3,false,false,fca01289-d2e8-4889-9d68-369327d707ea
13f62147-464a-4faa-baf9-4ea4d0fad5ea,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,34,Grandma's Steeleye Stout,47.55,202,0,25,3,false,false,2f55f16d-759f-4df1-932b-d09d0dc9ed8b
986e1a17-1136-47c0-b01f-ec32b25712db,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,35,Chef Anton's Inlagd Sill,49.4,142,0,10,3,false,false,2c479da9-9ff7-4c7b-8ac1-b19283c31344
5a426b36-44ba-4eea-93e2-eedab6962545,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,36,Northwoods Gravad Lax,51.25,5,0,15,1,true,false,3a811278-7827-4510-bf21-5e16f10a014d
c1b477f9-327a-4c8c-9762-d2d7e00a070f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,37,Tokyo Côte de Blaye,53.1,148,0,20,3,false,false,6704ced3-e2cb-45c9-b79e-637b2762dea6
d2c8bf5f-34af-494b-b50e-e02d5c799a4f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,38,Cooper's Chartreuse,54.95,78,0,25,3,false,false,cb8777ae-4751-4d04-accc-374f273c32f8
96923691-c73c-4ee5-9ac0-4df1156a9d35,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,39,Boston Crab Meat,56.8,264,97,10,3,false,false,b3133625-5455-4741-9967-568573700b63
c11f971b-0ad0-4a50-913f-ef8d04bb9b14,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,40,Louisiana Clam Chowder,58.65,246,0,15,3,false,false,92c39fc2-70b0-47a0-a61b-ce3bd53ec972
a9a5f575-be28-4a59-ac0f-843665ffcdbf,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,41,Outback Hokkien Fried Mee,60.5,4,0,20,1,false,false,a7b7cbf0-f3d1-4c6f-a116-6628d23ab035
214bb506-ad66-483f-8caf-6a75164af24c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,42,Singapore Ipoh Coffee,62.35,15,0,25,1,false,false,15405783-87b1-4bfc-91a5-4511eb97832e
8d559a1b-2347-4c95-9d64-f5fc9165d7d5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,43,Rhönbräu Gula Malacca,64.2,493,0,10,3,false,false,6ca76afd-73b5-43a6-91af-bf3236834343
0bee8924-f9a3-40bd-a9f3-60306cfd1be2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,44,Lakkalikööri Spegesild,66.05,423,0,15,3,false,false,19cfbfcc-b9f8-4242-96d9-20635325dd0c
7f4e010d-8996-40a6-9c2b-791465b2c09c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,45,Perth Zaanse koeken,67.9,133,0,20,3,false,false,4638d541-d081-4841-bcd3-ab8f7c2f2c5a
c47ded61-5de2-47fe-83ac-a1b34510d5b1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,46,New England Chocolade,69.75,0,62,25,1,false,false,046c0026-f734-440d-bb95-63271df77451
eb81984c-aa43-4bbd-99c9-818b0f08e151,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,47,Scottish Valkoinen suklaa,71.6,157,0,10,3,false,false,1f1e0ef5-0e97-46b0-b778-ea39fd5676d8
c678191c-0845-4596-8120-3a0c8c5e546c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,48,Hanoi Dried Apples,73.45,492,0,15,3,false,false,664a76fb-2934-4053-b233-a4e5bea7dae3
cf141534-ff4a-4829-9d88-6f9bd29dd385,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,49,Mishi Filo Mix,75.3,21,0,20,2,false,false,988e4867-959e-4ce9-a16c-2dff6cb549fc
192a9a18-811f-41fc-ae3f-d09d61263c34,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,50,Kobe Pasties,77.15,459,0,25,3,false,false,95244f32-da1e-417b-abd9-f07edf33aea6
ac9e91dc-c467-4f87-9082-2136d6ccc003,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,51,Alice Tourtière,79,6,0,10,1,false,false,291189c4-2ce8-44c0-9a59-9f9ece685aff
a6e5e725-47fc-4e76-bbb5-a679bb848fdf,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,52,Giovanni Pâté,80.85,340,0,15,3,false,false,ce5773c7-eb23-44b8-9b3b-3aac8ef91133
92b67012-facb-42b7-b3d1-fda9a553cb88,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,53,Wimmers Gnocchi,82.7,414,95,20,3,false,false,ff0b9b7b-b442-4429-942c-3704b0aef585
1e3b3156-b501-4db5-a899-55acf35df4bf,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,54,Laughing Lumberjack Ravioli,84.55,239,0,25,3,false,false,2f6d993b-4531-4ee2-bc22-834487a3b0c1
f8c354b5-4df6-469f-9ed4-aef078df8257,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,55,Uncle Bob's Raclette,86.4,11,0,10,2,false,false,a59fbdfb-f608-4079-8405-2ee76df7b4e6
fba2d7d9-473d-466a-91ba-b9a6bf8fac20,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,56,Grandma's Camembert,88.25,8,0,15,1,false,false,bb283c53-d121-44f6-93ec-cdd96e181aba
be06704a-2b0f-452a-9ada-8ab3ba96efe1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,57,Chef Anton's Sirop,90.1,487,0,20,3,false,false,e19442db-0a8d-4642-a974-0da6fcf0e3f4
8e1bcf86-ae24-4e04-b9ca-66a204cc7fc7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,58,Northwoods Tarte,91.95,73,0,25,3,false,false,90613d05-91ad-4dfe-a7b7-98ef91ca38fc
ae9c885b-4f7b-4e77-a174-d121dd4bccc2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,59,Tokyo Vegie-spread,93.8,252,0,10,3,false,false,e33bd439-80ee-4c65-a062-55fb29ebc32b
e222f01a-5d0c-4e96-931b-0f7308348531,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,60,Cooper's Semmelknödel,95.65,279,57,15,3,false,false,104d41d7-b4bc-42ed-9479-81b655270478
1fd491a3-55c4-4b66-af9e-039ee46aa394,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,61,Boston Hot Pepper Sauce,97.5,1,0,20,1,true,false,d9995be6-752a-4441-9aa0-bab63c9b0fa4
5bbf009f-dda0-4941-9458-69ba87111d0d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,62,Louisiana Hot Spiced Okra,99.35,321,0,25,3,false,false,69ee7c0c-6124-44f3-999f-92393d98e0b9
f240060c-fedf-40f9-b23f-93658d8295fa,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,63,Outback Lager,101.2,455,0,10,3,false,false,d0f52cd2-47ae-4faa-b05d-261a9606a927
0ffcd312-55ac-4447-ad32-9f12a92e4dbb,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,64,Singapore Longbreads,103.05,223,0,15,3,false,false,ee07bb67-0da6-4018-adb8-df35281895ba
c3f55abe-c703-466e-8ac2-9eae1638c2dc,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,65,Rhönbräu Gudbrandsdalsost,104.9,65,0,20,3,false,false,308ba1e7-c780-4004-a9f1-adb630a227dc
23712afb-53f5-400c-af1b-05ea6060d00f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,66,Lakkalikööri Flotemysost,106.75,7,0,25,1,false,false,98e6430c-c1e9-4ee8-bacb-39eff106e1a0
d02fd4a5-66d2-473c-b389-f6ceefb03fdd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,67,Perth Mozzarella,108.6,141,37,10,3,false,false,bf988fbf-21d9-4663-8bdf-a4a2dc9fd8a0
a8f8f7b3-c1d0-4ad8-aecc-3d37f6611822,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,68,New England Kaviar,110.45,191,0,15,3,false,false,4ee36089-22ca-4f86-825e-38138b3a8e74
416bd77c-8384-4ff0-a7a9-e44fa992526c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,69,Scottish Klosterbier,112.3,134,0,20,3,false,false,1349937d-00de-48fe-9a6e-5938f6de10e4
bd0f3367-f2a8-4d02-a547-c2c9bd519ad1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,70,Hanoi Original Frankfurter,114.15,71,0,25,3,false,false,cacbf773-1e75-4b89-a039-c4777203b22b
71a0a9c3-7e5c-40a7-9f7e-57b1011d874c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,71,Mishi Chai,116,1,0,10,1,false,false,d2f63a48-0bba-49d3-8338-4bcf129d67f5
fe28a44e-1ae2-4d4f-ad54-a114e9ab75e1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,72,Kobe Syrup,117.85,58,0,15,3,false,false,911384f0-dbe0-4fcb-b4c5-a41fc258a7e0
627099ef-bf4e-4c67-8b78-6f93723cc9d0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,73,Alice Cajun Seasoning,119.7,372,0,20,3,false,false,725c68fe-46b2-4f3b-aa76-085265e9ea33
94064c93-2856-45b0-9306-6e7c59c46817,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,74,Giovanni Gumbo Mix,121.55,459,54,25,3,false,false,7f151295-97a7-45e8-8ac8-9427a5c91438
c744ee59-cb42-48e6-814f-c21f1c26bb95,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,75,Wimmers Boysenberry Spread,123.4,159,0,10,3,false,false,14ae1d01-0452-47c6-84ac-fc75745d7ed6
eac742f9-1e7f-4be1-9860-1916b85cdb57,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,76,Laughing Lumberjack Dried Pears,125.25,8,0,15,1,false,false,3ad9efc5-a17d-4571-af25-19eeca7ff345
e4879eaa-57e6-44ac-937e-25c888bd973b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,77,Uncle Bob's Mishi Kobe Niku,127.1,308,0,20,3,false,false,ec74b1fc-ccf4-4e56-8b1e-88433842f2af
a4e7caa2-d21b-4d46-89a8-70d1a1e67179,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,78,Grandma's Ikura,128.95,253,0,25,3,false,false,913c6d1a-5651-4732-870d-ef405bebf42d
aa7d9f46-4ef8-421d-8005-f922963c179e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,79,Chef Anton's Queso Cabrales,130.8,462,0,10,3,false,false,0f883dad-9f66-4462-9081-0abac7133280
ca8795fa-2506-4bfb-8137-7fecd9f25f99,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,80,Northwoods Tofu,132.65,250,0,15,3,false,false,7687271b-7fa0-4118-9cff-50aa767f7f31
9894c5a7-e6db-457e-98fe-e8702f958d97,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,81,Tokyo Pavlova,134.5,7,20,20,1,false,false,afbc5fc3-2acf-402e-9767-b79a4da1f19b
b41dee6c-8aa2-4c70-a8b9-3ff493cf3322,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,82,Cooper's Alice Mutton,136.35,392,0,25,3,false,false,6ce58ed2-06fc-4794-b1ae-349d84c60d2e
f28c74c3-2693-46c5-a077-b425bb0c2ea5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,83,Boston Carnarvon Tigers,138.2,464,0,10,3,false,false,6395ba81-f500-427e-a1ce-523962f26fd2
d44c10ea-16c3-4340-bdc0-1b9a218dbf95,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,84,Louisiana Chocolate Biscuits,140.05,377,0,15,3,false,false,87dc048b-8a7f-4eed-876b-8d260663daac
2d7265a0-e4df-4a25-90ed-cfd1bd8a38b1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,85,Outback Marmalade,141.9,63,0,20,3,false,false,693878ff-5296-4b79-ae5e-0954fd1bfb0a
0ae5d217-34f2-4e14-9f71-909feefb755e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,86,Singapore Scones,143.75,7,0,25,1,true,false,342e7f9c-9f3e-47da-bf9e-6d81b477231b
6d996aca-f34b-415e-adc8-0befe3922839,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,87,Rhönbräu Knäckebröd,145.6,473,0,10,3,false,false,af54f2a9-84a6-434a-8b2a-4dab46a25d3a
d8b6e30c-f577-4c07-bc7c-fd90ff0fa92c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,88,Lakkalikööri Tunnbröd,147.45,278,75,15,3,false,false,f60abe88-65ac-4f88-924f-e123bdda3953
c222f24c-0ac7-4791-86a6-100d9c92b0c3,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,89,Perth Guaraná,149.3,347,0,20,3,false,false,02bbfd65-d4c4-45a7-ad23-c59682522578
681493fe-6bf7-4649-b157-d413dd35b926,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,90,New England Gorgonzola,151.15,85,0,25,3,false,false,fc70895d-d88f-47d3-b326-9cdec54928b6
075b8d9e-b463-49ad-96e4-c7da33357cb0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,91,Scottish Mascarpone,153,2,0,10,1,false,false,2cf1f969-1a4f-4451-9414-3365836be646
9af497e9-52f5-47e8-ab35-4e4cc8f1132f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,92,Hanoi Geitost,154.85,372,0,15,3,false,false,a68af1c8-b460-42fe-9a0c-beba061fcc3d
addcabe3-f02d-4198-abb4-4c36824b5d73,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,93,Mishi Sasquatch Ale,156.7,24,0,20,2,false,false,5af09cbe-aeea-4e31-abf9-e8fe1161e6a9
4e59b545-f0bc-49b0-8e0c-444aa628da43,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,94,Kobe Steeleye Stout,158.55,390,0,25,3,false,false,7a196c2f-c0c6-4298-9b20-ce3630e3eb6d
ee25d247-3fb2-45c7-8864-2c5b3100cc76,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,95,Alice Inlagd Sill,160.4,389,77,10,3,false,false,1a6af5a6-18a6-4239-9d7a-47db25a9c06b
0efb7dcf-4154-433a-a331-59ea27c50d6c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,96,Giovanni Gravad Lax,162.25,7,0,15,1,false,false,d338d8b4-c724-4669-8275-a39d9b8e121a
5d98a03a-62a8-4044-a1ec-4116aee3085c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,97,Wimmers Côte de Blaye,164.1,340,0,20,3,false,false,586e7220-fef7-426a-8943-7fad3357e33b
b2aff094-05d3-4c78-a055-1c3fe27a6ab1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,98,Laughing Lumberjack Chartreuse,165.95,326,0,25,3,false,false,1e460736-155c-4b76-af50-3a658c5b4f15
88e28bd1-b3c0-4fd8-8bc6-5bf2ab388a49,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,99,Uncle Bob's Clam Chowder,167.8,454,0,10,3,false,false,a2061fbe-cead-43b9-a128-5d886107ba38
1813d617-9851-4257-905e-9f23be6460f4,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,100,Grandma's Hokkien Fried Mee,169.65,309,0,15,3,false,false,cb727a8f-28fc-4c6d-a564-4a6b906740ff
888b73f1-b153-48a7-8c94-bd4a0b04d68a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,101,Chef Anton's Ipoh Coffee,171.5,2,0,20,1,false,false,ee11d787-c9b9-4a12-8ab6-3074b0734446
4b8fc98f-3c6d-4344-86b8-07157a2e0a86,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,102,Northwoods Gula Malacca,173.35,114,4,25,3,false,false,0cc10c4c-d77b-4a71-87d2-865337bac4a5
9fdd68ed-4cc5-4b3c-a485-baf4a8112b73,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,103,Tokyo Spegesild,175.2,450,0,10,3,false,false,c0b7ec48-ecfb-4cc5-8620-0ad49dc2da12
34efef0c-4c58-4231-a42c-42388e0e60e6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,104,Cooper's Zaanse koeken,177.05,321,0,15,3,false,false,3d264b60-0fc3-4881-a3ac-f8a231318ba8
95bce2e1-c7a6-4c92-81c1-ab19982f1e1b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,105,Boston Chocolade,178.9,364,0,20,3,false,false,659190c9-8387-42f3-a9f2-ba027e7d2f8b
bf283674-576f-46ae-8de2-779c0fcbba55,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,106,Louisiana Valkoinen suklaa,180.75,0,0,25,1,false,false,2e8af950-f4d5-42fc-be6e-a62c739fd1c2
6249cc07-9934-441f-892c-b8794158851e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,107,Outback Dried Apples,182.6,505,0,10,3,false,false,dce001fe-5f20-4100-8af0-34aa69fd5a0b
3854ce6a-79b9-49ac-98e2-feefa46da048,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,108,Singapore Filo Mix,184.45,119,0,15,3,false,false,614a962b-d2de-4729-ada4-6c900eb8c9f8
85ded4c6-1538-4371-a123-8377ce4344a8,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,109,Rhönbräu Pasties,186.3,244,56,20,3,false,false,4e47615e-d108-4d5c-bfb5-f7889f3849e2
8b6260c2-f420-4d8c-9c9d-1488654fdbb6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,110,Lakkalikööri Tourtière,188.15,423,0,25,3,false,false,29d5ac5d-c0e0-4af6-b0cc-1af1664e9814
